name,country,333
Tymon Kolasiński,Poland,1496
Ciarán Beahan,Ireland,1443
Ruihang Xu (许瑞航),China,1442
Feliks Zemdegs,Australia,1430
Szymon Musiał,Poland,1427
Weihao Kong (孔维浩),China,1427
Yezhen Han (韩业臻),China,1417
Joshua Hounslow,Australia,1415
Dwyane Ramos,New Zealand,1412
Max Park,USA,1400
Yiheng Wang (王艺衡),China,1398
Martin Vædele Egdal,Denmark,1397
Jiazhou Li (李佳洲),China,1396
Zayn Khanani,USA,1390
Olaf Kuźmiński,Poland,1386
Luke Burong,Australia,1373
Riley Dexter,Australia,1373
Sebastian Weyer,Germany,1368
Łukasz Burliga,Poland,1362
Lukas Shelley,Denmark,1356
Elvin Thorsen,Sweden,1355
Lachlan Stephens,Australia,1352
Yu Tang (唐语),China,1352
Magdalena Pabisz,Poland,1352
Jode Brewster,Australia,1351
Mikołaj Zubowicz,Poland,1350
Adrien Auvray Matyn,New Zealand,1347
Rasmus Stub Detlefsen,Denmark,1345
Philipp Weyer,Germany,1345
Twan Dullemond,Netherlands,1343
Zixuan Yang (杨子轩),China,1341
Marquez Phan,Australia,1332
Juliette Sébastien,France,1329
Chris Mills,United Kingdom,1325
Ben Kirby,New Zealand,1325
William Jensen,Sweden,1324
Nguyễn Khang Minh,Vietnam,1323
Matty Hiroto Inaba,USA,1319
Maciej Czapiewski,Poland,1318
Kai-Wen Wang (王楷文),Taiwan,1317
Jonathan Charlesworth,Australia,1315
Alevio Hamizan Ersha,Indonesia,1314
Karol Zakrzewski,Poland,1313
Luke Garrett,USA,1311
George Scholey,United Kingdom,1310
Andrey Che,Russia,1305
Nanxi Liu (刘南希),China,1304
Yibo Wang (王奕博),China,1300
Yihan Chen (陈奕涵),China,1300
Alexander Tosting,Sweden,1300
Ethan Stevens,Australia,1299
Phoenix Patterson,Australia,1299
Amos Nordman,Finland,1299
Yusheng Du (杜宇生),China,1297
Andy Gong,Australia,1295
Antonie Paterakis,Greece,1294
Jan Zych,Poland,1289
Jiayu Wang (王佳宇),China,1287
Sam Sieracki,Australia,1287
Bryan Eng,Australia,1286
David Epstein,Australia,1285
Hanyu Liu (刘函宇),China,1283
Yuxuan Guo (郭雨轩),China,1283
Przemysław Kaleta,Poland,1281
Daniel Wallin,Sweden,1280
Zhiyuan Ma (马之元),China,1279
Henri Gerber,Germany,1279
Patrick Ponce,USA,1278
Alexander Bashutkin,Russia,1276
Zak Kenny,Australia,1276
Jasper Murray,New Zealand,1275
Vincent Wong,Australia,1273
Daniel Tidsey,United Kingdom,1272
Cornelius Dieckmann,Germany,1272
Mika Smulders,Netherlands,1272
Dmitry Dobrjakov,Russia,1271
Anatole Volongo,France,1270
William Lu (呂宇綸),Taiwan,1270
Chengyang Song (宋成阳),China,1268
Magnus Søndergaard Byrne,Denmark,1268
Kevin Gerhardt,Germany,1265
Jakob Gunnarsson,Sweden,1263
Adam Chodyniecki,Poland,1262
Charlie van Ooran,Australia,1261
Oscar Watson,Australia,1261
Alexandre Carlier,France,1260
Ruikang Lu (陆瑞康),China,1260
Jayden McNeill,Australia,1259
Fabio Schwandt,United Kingdom,1258
Ryan Pilat,USA,1257
Lennon Hughes,Australia,1257
Lucas Etter,USA,1256
Magnus Patrick Kanstrup,Denmark,1254
Zeke Mackay,USA,1253
János Bereczki,Romania,1252
Abdelhak Kaddour,France,1250
Eli Jay,United Kingdom,1250
Jiale Liu (柳嘉乐),China,1249
Linus Laurén,Finland,1249
Hua Huang (黄华),China,1248
Ainesh Sevellaraja,Malaysia,1248
Linus Thyberg,Sweden,1245
Nicolas Gertner,France,1244
Jr-Wei Jang (張智瑋),Taiwan,1244
Xiaoke Xu (徐晓珂),China,1243
Tee Kai Yang,Malaysia,1243
Taine Cassar,Australia,1242
Junliang Huang (黄骏亮),China,1242
Sean Patrick Villanueva,Philippines,1240
Mats Valk,Netherlands,1239
Harry Savage,United Kingdom,1239
Yinming Zhu (朱胤铭),China,1237
Sebastian Williams,United Kingdom,1237
Artem Kosarev (Артем Косарев),Russia,1236
Richard Delacoste,Switzerland,1235
Brian Johnson,USA,1235
Enxi Peng (彭恩希),China,1234
Jack Mennie,Australia,1234
Igor Ośmiałowski,Poland,1233
Kajetan Opach,Poland,1233
Ivan Lew Yi Wen (刘义文),Malaysia,1233
He-Ping Zheng (鄭和平),Taiwan,1232
Yichen Jiang (姜一辰),China,1232
Xiangwei Chen (陈相炜),China,1231
Lance Aguilar,Australia,1230
Bruno Vervoort,Belgium,1229
