name,country,555
Tymon Kolasiński,Poland,1324
Ciarán Beahan,Ireland,1267
János Bereczki,Romania,1236
Magnus Patrick Kanstrup,Denmark,1217
Martin Vædele Egdal,Denmark,1198
Michał Halczuk,Poland,1196
Kai-Wen Wang (王楷文),Taiwan,1194
Ben Kirby,New Zealand,1176
Abdelhak Kaddour,France,1172
Max Park,USA,1162
Magnus Søndergaard Byrne,Denmark,1159
Mateusz Szulik,Poland,1158
Dwyane Ramos,New Zealand,1155
Ping-Yueh Huang (黃品越),Taiwan,1154
Waldemar Sundin,Sweden,1151
Junliang Huang (黄骏亮),China,1142
Feliks Zemdegs,Australia,1139
Przemysław Kaleta,Poland,1137
Patrick Ponce,USA,1129
Yi-Fan Wu (吳亦凡),Taiwan,1128
William Jensen,Sweden,1126
Sebastian Weyer,Germany,1123
Antonie Paterakis,Greece,1122
Ivan Lew Yi Wen (刘义文),Malaysia,1122
Yu Tang (唐语),China,1120
Louis Fertier,France,1115
Jasper Murray,New Zealand,1112
Karina Grandjean Beck,Denmark,1107
Lucas Déglise,France,1105
Karol Zakrzewski,Poland,1104
Łukasz Burliga,Poland,1103
Jonathan Charlesworth,Australia,1099
Zhao-Zhe Zhong (鍾肇哲),Taiwan,1099
Yibo Xu (许一博),China,1098
Philipp Weyer,Germany,1096
Bence Barát,Hungary,1096
Matty Hiroto Inaba,USA,1094
Bill Wang,Canada,1093
Angela Braganza,New Zealand,1091
Mats Valk,Netherlands,1091
Alwin Rölz,Switzerland,1090
Max Siauw,USA,1089
Gustav Wälivaara,Sweden,1084
Juliette Sébastien,France,1084
Alexey Zharikov,Russia,1084
Ryan Driscoll,Australia,1083
Matěj Grohmann,Czech Republic,1081
Marquez Phan,Australia,1081
Daniel Vædele Egdal,Denmark,1081
Maksym Yeli (Максим Єлі),Ukraine,1080
Lauri Korhonen,Finland,1077
Kevin Gerhardt,Germany,1077
Kailong Li (李开隆),China,1076
Szymon Brzana,Poland,1070
Mattia Furlan,Italy,1069
Luke Tycksen,USA,1069
Eli Jay,United Kingdom,1065
Marek Majerik,Slovakia,1063
Cheng-Ru Yang,New Zealand,1062
Paul Mahvi,USA,1062
Andy Gong,Australia,1060
Magdalena Pabisz,Poland,1059
Anthony Lafourcade,France,1059
Zihan Zhang (张子涵),China,1059
Alexandre Carlier,France,1058
Seung Hyuk Nahm (남승혁),Korea,1058
Henri Gerber,Germany,1057
Marco Vorländer,Germany,1057
Erik Akkersdijk,Netherlands,1055
Ivan Polkanov (Иван Полканов),Russia,1055
Joshua Hounslow,Australia,1054
Timothy Castle,USA,1054
Valentin Hoffmann,France,1054
Andrey Che,Russia,1053
Shih-Hao Wang (王士豪),Taiwan,1050
Olivier Vos,Netherlands,1049
Elvin Thorsen,Sweden,1048
Michał Mlostek,Poland,1046
James Macdiarmid,New Zealand,1045
Amos Nordman,Finland,1045
Zixuan Liu (刘子瑄),China,1045
Timotej Andrejko,Slovakia,1044
Diego Alfonso,France,1043
Charlie van Ooran,Australia,1042
Ivan Torgashov (Иван Торгашов),Russia,1041
Yu Feng (冯煜),China,1041
Joel Cetra,Germany,1041
Robert Yau,United Kingdom,1041
He-Ping Zheng (鄭和平),Taiwan,1039
Ray Zhang (张灏睿),Australia,1038
Victor Chenu,France,1036
Peter Weyers,USA,1036
Clément Cherblanc,France,1036
Carter Kucala,USA,1035
Jode Brewster,Australia,1034
Laura Holzhauer,Germany,1031
Riley Dexter,Australia,1030
Xuming Wang (王旭明),China,1030
Luke Garrett,USA,1030
Ihor Sukhovatenko (Ігор Суховатенко),Ukraine,1030
Weiqin Yang (杨伟钦),China,1028
Luca Brasini,Italy,1027
Adrien Schumacker,Belgium,1027
Étienne Aubry,France,1025
Bautista Bonazzola,Argentina,1025
Midas Kiebert,Netherlands,1025
Cian-Jyun Yang (楊謙君),Taiwan,1024
Tianzuo Du (杜天佐),China,1023
Harry Savage,United Kingdom,1023
Malte Ihlefeld,Germany,1023
Daniel Wallin,Sweden,1020
Adam Łyskawa,Poland,1018
Breandan Vallance,United Kingdom,1017
Walker Welch,USA,1017
Adrien Auvray Matyn,New Zealand,1016
Bryan Eng,Australia,1016
Jakub Hamkało,Poland,1015
Ryan Pilat,USA,1013
Ari Randers-Pehrson,USA,1011
Alexander Botz,Germany,1011
Ivan Li Ka Leong (李嘉亮),Hong Kong,1011
Dylan Wang,Canada,1011
Kevin Hays,USA,1010
Kari Hyttinen,Finland,1010
Adam Marcellus Kelly,USA,1009
Mark Zimmermann,Germany,1009
Zhaoyang Hong (洪兆阳),China,1008
Fabio Schwandt,United Kingdom,1007
Yusheng Du (杜宇生),China,1006
Mattheo de Wit,Netherlands,1006
David Epstein,Australia,1005
Jacob Bonasera,Australia,1005
Jan Staubach,Germany,1004
Richard Delacoste,Switzerland,1003
Benjamin Wei,USA,1003
Brandon Nunez,USA,1003
Yueh-Lin Tsai (蔡岳霖),Taiwan,1002
Sean Hartman,USA,1001
Rasmus Stub Detlefsen,Denmark,1000
Cameron Soulagnet,USA,999
Linus Buck,Germany,999
Daniel Karnaukh,USA,998
Cornelius Dieckmann,Germany,997
Lachlan Stephens,Australia,997
George Scholey,United Kingdom,997
Firmin Brault,France,996
Jr-Wei Jang (張智瑋),Taiwan,995
Matthew Cook,Australia,995
Jeremy Foott,Australia,995
Asia Konvittayayotin (เอเชีย กรวิทยโยธิน),Thailand,995
Mathias Søndergaard Byrne,Denmark,994
Bryan Melao,France,994
Lorenzo Mauro,Italy,993
Cormac Farrell,United Kingdom,993
Jakob Gunnarsson,Sweden,992
Inigo Miguel B. Palisoc,Philippines,991
Blake Thompson,USA,989
Zhiyuan Ma (马之元),China,989
Kate Grahame,USA,988
Farid Mikhailov,Kazakhstan,987
Tom Stanton-Barnett,New Zealand,987
Jayden McNeill,Australia,986
Zachary White,USA,986
Nicos Ahlgrimm,Germany,985
Phoenix Patterson,Australia,985
Wilhelm Kilders,Germany,984
Adrien Neveu,France,984
Piotr Olszewski,Poland,983
Szymon Malinowski,Poland,983
Mark Bennis,Netherlands,983
David Vujasić,Croatia,982
Pahul Singh,Canada,981
Pietro Gasparetto,Italy,981
Sam Jacklin,United Kingdom,981
Timur Frolov,Russia,981
Melvin Tan,Australia,980
Alix Jack,France,980
Lucas Etter,USA,979
Francisco Hamlin,Argentina,978
Nathan Phillips,USA,978
Jacob Chambers,United Kingdom,978
Leon Schmidtchen,Germany,977
Nicolas Gertner,France,977
Ahmet Çınar Ablak,Turkey,976
Nguyễn Khang Minh,Vietnam,976
Dmitry Dobrjakov,Russia,976
Linus Laurén,Finland,976
Daniel Evans,United Kingdom,975
Alevio Hamizan Ersha,Indonesia,975
Brayden Wroten,USA,974
Kim Roger Høyland Larsen,Norway,974
Jacob Turrubiartes,USA,974
Tristan Jansen,Netherlands,974
Nate Mochrie,New Zealand,973
Michał Krasowski,Poland,973
Vladyslav Hryniuk (Владислав Гринюк),Ukraine,973
Mika Smulders,Netherlands,973
Elias Fischer,Germany,973
Jared Stinson,USA,972
Alan Siburian,Australia,971
Sean Moran,United Kingdom,970
Anyu Zhang (张安宇),China,970
Livia Kleiner,USA,970
Eric Pesci,USA,970
Sean Belke,USA,969
Lance Aguilar,Australia,968
Josephine Siburian,Australia,968
Michał Woźniak,Poland,967
Yunhao Lou (娄云皓),China,967
Igor Tarasov (Ігор Тарасов),Ukraine,966
Isaac Myers,USA,966
Will Gurnett,Australia,966
Wojciech Knott,Poland,965
Ray Bai,USA,965
James Hildreth,USA,965
Yibo Wang (王奕博),China,965
Liam Highducheck,Australia,965
Stephen Griggs,USA,965
Brian Johnson,USA,964
Luke Burong,Australia,963
Christopher Morris,United Kingdom,963
Bartłomiej Owczarek,Poland,963
Mikołaj Zubowicz,Poland,962
Michael Andres Castillo Lemus,Colombia,962
Michael Alexander,Australia,961
Firstian Fushada (符逢城),Indonesia,961
Tommy Cherry,USA,960
Tomáš Nguyen,Vietnam,959
Joel Lundström,Sweden,959
Stanley Chapel,USA,959
Dana Yi,USA,959
Mohamed Elkhatri,Morocco,959
Steven Kearns,United Kingdom,958
Nikolaus Lindinger,Austria,958
Lennon Hughes,Australia,957
