name,country,555bf
Natthaphat Mahtani (ณัฐภัทร จี มาทานี),Thailand,465
Timothé Ringeard,France,463
Luca Rizzi,Switzerland,463
Derek Kong,Canada,462
Agustín Bernasconi,Argentina,461
Ahsanul Insan Hamid,Indonesia,461
Nikita Razzamazov (Никита Раззама́зов),Russia,461
Will Russo,USA,460
Alyssa Bell,USA,460
Gregor Billing,Germany,458
Sean Hartman,USA,458
Ron Libman,Israel,457
Bradley Sampson,USA,457
Lee Jia Yong (李伽榮),Malaysia,455
Mara Oprea,Romania,454
Kacper Rafalski,Poland,454
Yash Mehta,India,453
Mark Rivers,United Kingdom,452
Conlan Trace,USA,452
Hyun-Kyoo Rah (나현규),Korea,452
William Wright,United Kingdom,451
Levi André Tallaksen,Norway,450
Clément Burgevin,France,449
Peter Preston,USA,448
Angel Alexis Carrillo Ramirez,Mexico,447
Benjamin Gottschalk,USA,447
Lanshi Zhang (张岚石),China,446
Chris Hardwick,USA,445
Keenan Johnson,USA,443
Xi Lu (鲁曦),China,443
Oleksandr Ivanchak (Олександр Іванчак),Ukraine,442
Lee Zhi Xuan,Malaysia,442
Shantanu Modak,Singapore,441
Heejun Kim (김희준),Korea,441
Max Xiong (熊锐明),China,440
Haruka Kitamura (北村晴香),Japan,440
Erik Bitvai,Sweden,438
Christopher Chi,USA,438
Minhyun Kim (김민현),Korea,437
Nathaniel Elijah Paz,USA,437
Tristan Steeves,USA,437
Carson Claud,USA,436
Lichao Liu (刘立超),China,435
Haoyang Chen (陈浩杨),China,435
Akatsuki Kitamura (北村曉),Japan,433
Jacob Oliver Bruun,Norway,432
James Molloy,United Kingdom,432
Adam Swaine,United Kingdom,431
José Antonio Navarro Sánchez,Spain,431
Frederick Zheng,USA,431
Jacob Chambers,United Kingdom,430
Knut Skaug Haraldsen,Norway,429
Jan Fonš,Czech Republic,428
Víctor Adán Solis Martinez,Mexico,426
Timothy Goh,USA,426
Xiaoliang Zhu (朱校良),China,425
Volodymyr Korol (Володимир Король),Ukraine,424
Jordan Baum,Canada,423
Eng Dickson (黄迪胜),Malaysia,422
Daniel Rose-Levine,USA,422
Mattheo de Wit,Netherlands,421
Kasparas Lienys,Lithuania,421
Nathan Daviaud,France,420
Dmitriy Krasnoshchekov,Russia,420
Jianxu Chen (陈建旭),China,420
Isaac Langer,USA,420
Matthew Prestwich,United Kingdom,420
Will Cerne,USA,419
Ishaan Lal,USA,418
Vladimir Okenchits,Russia,417
Lucas Déglise,France,417
Ben Marlin,USA,417
Luis Kleinheinz,Germany,416
Yifan Cheng (程依凡),China,416
Michael (謝富亦),Indonesia,416
Tobias Peter,Switzerland,416
James Golding,United Kingdom,415
Manu Vereecken,Belgium,415
Sameer Aggarwal,USA,415
Jeremy Benik,USA,414
Mok Man Kit (莫文傑),Hong Kong,414
Viljo Elo,Finland,413
Andreas Jensen Forsgren,Norway,413
Kamil Michalak,Poland,412
Tim Reynolds,USA,412
Vitalii Khomyn (Віталій Хомин),Ukraine,412
Weina Bao (鲍伟娜),China,412
Rodson Lingad,Philippines,410
Jens Haber,Germany,410
Eva Kato,USA,410
Kai-Wen Wang (王楷文),Taiwan,410
Bence Barát,Hungary,409
Jihaobutao (冀好布套),China,409
Antonie Paterakis,Greece,409
Liang Chen (陈樑),China,409
Eric Waldbillig,USA,408
Philippe Virouleau,France,407
Maksym Dumanskyi (Максим Думанський),Ukraine,407
Yuval Porat,Israel,407
Nikolay Masson (Николай Массон),Russia,407
Sukesh Kumar,India,407
Nam Anh Dang,Australia,405
Bobby D'Angelo,USA,405
António Gomes,Portugal,405
Pavlo Bondar (Павло Бондар),Ukraine,404
CJ Sheng,USA,404
Nicholas Fogo,Australia,404
Zongwen Mu (牟宗文),China,404
David Pearce,Australia,402
Kou Oobatake (大畠功),Japan,402
Weijie Fang (方伟杰),China,402
Peter Andersson,Sweden,400
Michael Conard,USA,399
Jorge Manuel Lira Ibarra,Mexico,399
Ko Youngjin (고영진),Korea,398
Clay Moore,USA,397
Paul Ellement,Canada,396
Peter Åberg,Sweden,396
Dylan Wang,Canada,395
Paris Dorn,Canada,394
Nathan Seeto,Australia,394
Yiwei Liu (刘伊玮),China,394
Aiden Bartlett,USA,393
Riku Akiyama (秋山吏玖),Japan,392
Daniel Tidsey,United Kingdom,391
Emanuel Rheinert,Germany,391
Zhifang Xi (席之枋),China,391
Carter Kucala,USA,390
Olivier Vos,Netherlands,390
Jorge Augusto Siqueira Pinto,Brazil,388
Korakot Inkaew (กรกฎ อิ่นแก้ว),Thailand,388
Ian Drake,USA,387
Fabian Löhle,Switzerland,387
Wilson Alvis (陈智胜),Indonesia,387
Ethan Davis,USA,386
Christopher Sun,USA,385
Andrew Rizo,USA,385
Feilong Tang (唐飞龙),China,385
Arnau Tous Mateu,Spain,384
Jacopo Antonio Boffa,Italy,383
Lorenzo Vigani Poli,Italy,383
Chan Hay Yin (陳希言),Hong Kong,383
Samuel Knoll,USA,382
Nikhil Soares,India,379
Hiroki Iwashita (岩下大輝),Japan,378
Noah Swor,USA,378
Mihály Horváth,Hungary,377
Takuma Shirahase (白波瀬拓磨),Japan,377
Mark Boyanowski,USA,375
Adam Marcellus Kelly,USA,375
Ole Nikolai Gjerset,Norway,374
Timothy Loh,Australia,372
Ádám Barta,Hungary,371
Takayuki Ookusa (大艸尊之),Japan,370
Vasile Dan,Romania,369
Jared Stinson,USA,369
Yuto Date (伊達優人),Japan,369
Nitheesh Kumar Elangovan,India,369
Moisés Alberto Rojas León,Mexico,368
Alistair Miller,United Kingdom,367
Zhenyang Shao (邵振洋),China,367
Jake Klassen,Canada,367
Tomoyuki Hiraide (平出智之),Japan,367
Adam Burk,USA,366
Jiayu Wang (王佳宇),China,365
Fedor Abaev,Russia,365
Matthew Sheerin,United Kingdom,364
Hui Cai (蔡辉),China,363
Guido Dipietro,Argentina,363
Ethan Basanov,Canada,363
Marcel Ručigaj,Slovenia,363
Krzysztof Bober,Poland,363
Brian Acuña,Philippines,362
Saiyam Jain,India,362
Harsh Maheshwari,India,361
Yu Zhou (周煜),China,359
Zhao-Zhe Zhong (鍾肇哲),Taiwan,357
Jae Hyun Jeong,Korea,356
Andy Wong,USA,355
Jason Bilgrei,USA,355
Reto Bubendorf,Switzerland,355
Aidan Proietto,USA,354
Yu Da-Hyun (유다현),Korea,353
Noel Kim,New Zealand,353
James Macdiarmid,New Zealand,353
Elias Fischer,Germany,353
Parker Trager,USA,351
Wenxuan Yue (岳文轩),China,351
Ben Baron,Israel,350
Wong Chong Wen (黄崇文),Singapore,349
Denis Fokin,Russia,348
Philip Cuthbertson,USA,348
Chris Choi,USA,347
Kai Roff,United Kingdom,346
Jēkabs Janovs,Latvia,346
Liam Sweet,Australia,346
Łukasz Burchard,Poland,345
Diego Alejandro Casas Jimenez,Colombia,345
Theodore Chow,Canada,345
Jode Brewster,Australia,343
Gaëtan Fragnière,Switzerland,343
Luca McKeen Black,USA,343
Jacob Posner,USA,342
Aniketh Arya,India,342
Taylor Cookmeyer,USA,342
Joel Ulin,Sweden,342
Polina Lapteva (Полина Лаптева),Russia,342
Alexander Olleta del Molino,Spain,342
Calvin Sall,USA,341
Zian Song (宋子安),China,339
Timo Hromádka,Slovakia,339
Haoxiang Ying (应浩祥),China,339
Antoine Cantin,Canada,338
Neel Gore,USA,338
Damian Wilding,USA,338
Ray Leung Ka Ho (梁家浩),Hong Kong,337
Fahad Ittikaparambil Palakkal Haneefa,India,337
Leonardo Ezequiel Cruz,Argentina,337
Bhargav Narasimhan,India,335
Charlie Harrison,United Kingdom,335
Yoshio Matsumoto (松本嘉夫),Japan,334
Joseph Tudor,United Kingdom,333
Misael Gómez Soria,Mexico,333
Shunsuke Wada (和田俊輔),Japan,332
Sam Spendla,United Kingdom,332
Ivan Li Ka Leong (李嘉亮),Hong Kong,331
Sheng Cao (曹晟),China,331
Spencer Chubb,USA,330
Amelie Dieterich,Germany,329
Akash Rupela,India,329
Mingyang Xie (谢铭扬),China,329
Kevin Matthews,Canada,328
Chad Harris,USA,327
Tianyu Zhao (赵天愉),China,326
Craig Bouchard,Canada,325
Shifei Dai (代时飞),China,325
Daniel Vædele Egdal,Denmark,324
Ethan Dennis,USA,324
John Brechon,USA,323
Israel Fraga da Silva,Brazil,323
Jeon Junhyeok (전준혁),Korea,322
Tomohiro Kobayashi (小林知広),Japan,321
Josh Weimer,USA,321
Shinji Mochizuki (望月真司),Japan,320
Hollwann Leon,Colombia,320
Lucas Maillard,France,320
Daniel Lin,USA,319
Patryk Milewczyk,Poland,319
Nikita Loika,Belarus,318
Łukasz Gondek,Poland,318
Katsuya Sasaki (佐々木克哉),Japan,318
Deri Nata Wijaya,Indonesia,316
Brandon Satterstrom,USA,315
Feliks Zemdegs,Australia,315
Fengqi Dai (代凤奇),China,315
Zhichun Li (李志纯),China,315
Xin Shi (石欣),China,314
Jefferson Andres Durango Argaez,Colombia,314
Tripp Peters,USA,313
Vladyslav Hordiienko (Владислав Гордієнко),Ukraine,312
Alessio Giuliano,Switzerland,312
Nicholas Hay,USA,312
Alexander Mutch,Canada,312
Daniel Hermansson,Sweden,311
Daniel Chudecki,Poland,310
Andrew Robey,USA,310
Maxim Chechnev,Russia,309
Akito Takei (武井章人),Japan,309
Bas Verseveldt,Netherlands,309
Ramses Amaya,Colombia,309
Qi Wang (王琪),China,308
Chi-Lun Hung (洪啟倫),Taiwan,308
Dušan Zakelšek,Slovenia,307
Brandon Mikel,USA,307
Alban Reynaud,France,306
Olli Vikstedt,Finland,305
Ryota Aoki (青木涼太),Japan,305
Malte Ihlefeld,Germany,304
Jesús Lindo García,Spain,304
Rotem Ifrach,Israel,304
Vladimir Sergeev,Russia,303
Daniel Tarifa,Bolivia,303
David Verdooren Flórez,Colombia,302
José Leonardo Chaparro Prieto,Colombia,302
Richard Espinosa,Philippines,301
Juan Sebastián Silva Alvarez,Colombia,301
Shintaro Hirose (広瀬慎太郎),Japan,300
Krish Shah-Nathwani,USA,299
Zach Zwerling,USA,299
Julen Simón Iriarte,Spain,298
Murilo Coutinho Silva,Brazil,298
Harry Owen,United Kingdom,298
Thomas Connor,United Kingdom,298
Liudi Sun (孙柳笛),China,298
Ernest Seroczyński,Poland,298
Bernhard Brodowsky,Germany,298
Javier Hernandez Requena,Spain,297
Marco Rota,Italy,297
Bryan Kevin Jimenez Cruz,Colombia,297
Xun Zhao (赵洵),China,296
Matthew Hollinger,USA,296
Landon Rhodes,USA,295
Tiago Zamberlan,Brazil,294
Tomoaki Okayama (岡山友昭),Japan,294
Josh Bloch,USA,293
Vladimir Kostin,Russia,293
David Ruscalleda Gómez,Spain,293
Mingyao Li (李明尧),China,293
Monty Wain,Australia,293
Alistair Robequin,Switzerland,293
Taiga Takaoka (高岡汰虎),Japan,292
Fabrizio Cirnigliaro,Italy,290
William Gan Wei Ren (颜伟仁),Malaysia,290
Antonio López,Spain,288
Simon Westlund,Sweden,287
Michał Pleskowicz,Poland,287
Laura Holzhauer,Germany,287
Yichuan Xie (谢逸川),China,286
Timothy Ithurbure,Netherlands,286
Kristopher De Asis,Canada,286
Kim Jokinen,Finland,286
Steven Kearns,United Kingdom,286
Hanns Hub,Germany,285
Fabio Schwandt,United Kingdom,285
Yan Xia (夏炎),China,285
Jérôme Carlier,Belgium,285
Mitja Popovski,Slovenia,284
Willem Klose,Germany,284
Yu Zhou (周煜),China,284
Ryota Futagami (二神亮太),Japan,283
Manuel Prieto de Antón,Spain,281
João Pedro de Ornellas Cardoso,Brazil,281
Zachary McWilliams,USA,281
Jing Jia (贾婧),China,281
Xin Tang (唐薪),China,280
Andreas Askjem,Norway,279
Zach Wilbur,USA,279
Matthieu Aubert,France,279
Jeff Park,USA,275
Carlos Pedro Casado de Achával,Argentina,275
Yongqiang Peng (彭永强),China,273
Andrey Ivanov,Russia,272
Shant Tonoyan,Armenia,272
Haoran Wang (汪浩然),China,272
Anirudh Sureshram,India,271
Samuel Baird,USA,270
Siah Yee Long,Singapore,270
Jintao Jin (金锦涛),China,269
Michael Zavalza,USA,269
Tianping Ding (丁天平),China,269
Yanfeng Zhu (朱艳枫),China,268
Chong-Cheng Wang (汪忠正),Taiwan,268
Mauricio Ademar Carlos Avila,Mexico,268
Matej Bolta,Slovenia,267
Takafumi Sakakibara (榊原隆文),Japan,266
Bowen Xiao (肖博文),China,265
Sebastian Werb,Germany,265
Gabriel Alejandro Orozco Casillas,Mexico,265
Carlos Méndez García-Barroso,Spain,264
Can Mao (毛灿),China,264
Benjamin Meco,Sweden,264
Will Callan,USA,263
Tyler Salburg,Australia,263
Erik Akkersdijk,Netherlands,262
Zach Ramer,Canada,262
Yiquan Ling (凌艺全),China,261
Bin Huang (黄斌),China,261
Oscar Nieto,Colombia,261
Andrei Solntsev,Estonia,260
Jingyang Zhang (张靖阳),China,258
Le Yu (余乐),China,258
Enzo Mattos,Brazil,258
Mark Adams,United Kingdom,257
Lee Seung Ha (이승하),Korea,257
Pranav Veera,USA,254
Fengyi Wang (王峰熠),China,254
Timon Veurink,Netherlands,254
Tyler Marr,USA,253
Linus Frész,Germany,253
Yong Hyeon Jo (조용현),Korea,252
Will Wooden,USA,252
Vladislav Trukhanovich,Belarus,252
Bértil Estrugo,Uruguay,251
Yiming Liu (刘一鸣),China,251
Jia-Wei Liu (劉家瑋),Taiwan,251
Christopher Cabrera,USA,250
Johan Hilmi Bin Nor Ashraf,Malaysia,250
Jimin Byeon (변지민),Korea,249
Raúl Morales Hidalgo,Spain,249
Zhijian Zhang (张志坚),China,247
Samuel Fang,USA,246
Ruoyu Xia (夏若愚),China,246
Mihail Petrochenkov,Russia,246
Wojciech Knott,Poland,245
Dongyun Yin (殷冬昀),China,244
Alberto Pérez de Rada Fiol,Spain,244
Cormac Farrell,United Kingdom,242
William Tao,Australia,240
Baiqiang Dong (董百强),China,239
Bruno Vervoort,Belgium,239
Yehude Rudy Canaza Apaza,Peru,238
Deni Mintsaev (Дени Минцаев),Russia,238
Carl Abrahamsen,Norway,237
Dennis Strehlau,Germany,237
Yota Ueda (上田陽太),Japan,236
Alex Boyle,Australia,236
Mayur Ukey,India,235
Acchyut Jolly,India,235
Tyler Robinson,USA,235
Zhiyang Chen (陈至扬),China,234
Yucheng Chen (陈裕铖),China,233
Junhe Zhang (张钧鹤),China,233
Bryson Azzopardi,Australia,233
Ryan Przybocki,USA,232
Gang Yong-Jin,Korea,232
Bill Wang,Canada,231
Kamil Pomietło,Poland,231
Andreas Pohl,Germany,230
Dmitry Karyakin,Russia,229
Kazuki Sakamoto (坂本一樹),Japan,229
JaeSeong Choe (최재성),Korea,228
Sean Skinner,USA,228
Nathaniel Gee,USA,228
Noah Arthurs,USA,228
Jinghui Suo (索晶辉),China,228
Roberto Bentivoglio,Italy,226
Eli Jay,United Kingdom,225
Lakshay Modi,India,224
Jayden McNeill,Australia,222
Pranav Banerjee,India,222
Corentin Furet,France,221
Dominik Pasztetnik,Poland,220
Dalton Padgett,USA,220
Ryan DeLine,USA,219
Jenson Brown,USA,219
Xingyan Ding (丁醒炎),China,219
Sakari Rautalin,Finland,218
Daniele Panna,Italy,218
Yuchao Zhang (张昱超),China,218
Shun Yao (姚舜),China,218
Simon Lim (林少秋),Philippines,218
Sergio Bodega Herráiz,Spain,217
Paarth Arora,India,216
Miguel Angel Ariza,Colombia,215
