name,country,444bf
Shintaro Hirose (広瀬慎太郎),Japan,371
Joel Mamani Tumiri,Bolivia,371
Stanisław Szyszka,Poland,371
Taku Yanai (矢内拓),Japan,370
Jae Hyun Jeong,Korea,370
Mykhailo Lagoida (Михайло Лагойда),Ukraine,370
Jiazheng Zhao (赵家正),China,370
Pavel Kovirzin (Павел Ковырзин),Russia,370
Philip Cuthbertson,USA,369
Calvin Sall,USA,369
Andreas Lambropoulos,USA,369
Pranav Prabhu,India,368
Ishaan Lal,USA,368
Jaden Ginsburg,USA,367
Javier Hernandez Requena,Spain,367
Wenjie Xu (徐文杰),China,367
Jintao Jin (金锦涛),China,367
Zhao-Zhe Zhong (鍾肇哲),Taiwan,367
Alban Reynaud,France,366
Leonardo Pranadyar,Indonesia,365
Jefferson Andres Durango Argaez,Colombia,365
Xiaoliang Zhu (朱校良),China,364
Ethan Stevens,Australia,364
Víctor Adán Solis Martinez,Mexico,364
Finn Trass,New Zealand,364
Nathan Dwyer,USA,364
Angelo Fontanini Lamure,France,364
Volodymyr Korol (Володимир Король),Ukraine,363
Marcus Moberg,Sweden,363
Theodor Nordstrand,Sweden,362
Ethan Basanov,Canada,361
David Vujasić,Croatia,361
Tripp Peters,USA,361
João Pedro de Ornellas Cardoso,Brazil,361
Frederick Zheng,USA,360
Naoko Ogino (荻野奈緒子),Japan,360
Sora Sato,Australia,360
Nam Anh Dang,Australia,358
Jong-Ho Jeong (정종호),Korea,358
Vitalii Khomyn (Віталій Хомин),Ukraine,357
Michael Young,USA,356
Minhyun Kim (김민현),Korea,356
Hippolyte Moreau,France,355
Acchyut Jolly,India,355
Niels van Ee,Netherlands,354
Jia-Wei Liu (劉家瑋),Taiwan,353
Callum Hales-Jepp,United Kingdom,353
Dominic Amrhein,Germany,353
Yunsu Nam (남윤수),Korea,351
Samuel Fang,USA,351
Xin Luo (罗鑫),China,351
Tijmen van der Ree,Netherlands,351
Mohammad Ibnu Sabilillah,Indonesia,350
Ryota Aoki (青木涼太),Japan,350
Mingyang Xie (谢铭扬),China,350
Sergio Bulux,Guatemala,349
Calvin Brauer,USA,349
Raúl Cuevas Castillo,Spain,349
Daniel Vædele Egdal,Denmark,348
Pavlo Bondar (Павло Бондар),Ukraine,348
Joshua Eom,USA,347
Tomoyuki Hiraide (平出智之),Japan,347
Timo Hromádka,Slovakia,347
Anirudh Sureshram,India,347
Eli Jay,United Kingdom,346
Yiquan Ling (凌艺全),China,345
Tyler Patten,USA,345
Andrew Robey,USA,345
Hannes Müller,Germany,345
Oto Aoyagi (青柳吟),Japan,344
Eric Waldbillig,USA,344
Muhammad Saleh Imtiaz,Pakistan,344
Jacopo Antonio Boffa,Italy,344
Einar Kvam Lundberg,Norway,344
Victor Hugo Lopez Bautista,Mexico,343
Lincoln Solt,USA,343
Kristopher De Asis,Canada,342
Ramses Amaya,Colombia,342
Haruka Kitamura (北村晴香),Japan,342
Joel Lundström,Sweden,342
Joshua Williams,United Kingdom,342
Mircea Simionica,Romania,341
James Macdiarmid,New Zealand,341
Akash Malajpure,India,341
Derek Kong,Canada,341
Kazuki Ojima (尾島和樹),Japan,340
Kazuki Sakamoto (坂本一樹),Japan,340
Josh Bloch,USA,340
Simon Jansson,Sweden,340
Brian Acuña,Philippines,339
Polina Lapteva (Полина Лаптева),Russia,339
Eduardo José Poveda Rojas,Costa Rica,339
Breandan Vallance,United Kingdom,338
Jie Chen (陈杰),China,338
Timothy Castle,USA,338
CJ Sheng,USA,338
Erik Bitvai,Sweden,337
Viljo Elo,Finland,337
Diego Meneghetti,Brazil,337
Hang Yu (禹杭),China,337
Ethan Dennis,USA,336
Bobby D'Angelo,USA,336
Roberto da Costa Barbosa Nunes Caldas,Brazil,336
Łukasz Gondek,Poland,335
Malte Ihlefeld,Germany,335
Mattheo de Wit,Netherlands,335
Shin Myeong Park (박신명),Korea,334
Kaidrich Keolo Pobre,Philippines,333
Ryan McIlhenny,USA,333
Brandon Satterstrom,USA,333
Timothy Loh,Australia,332
Luboš Bartík,Czech Republic,332
Vicenzo Guerino Cecchini,Brazil,332
Noel Kim,New Zealand,332
Patryk Milewczyk,Poland,331
Max Hahnbück,Germany,330
Rodrigo Zarate,Peru,330
Ryan Eckersley,United Kingdom,330
Zhiyuan Ma (马之元),China,330
Sergio Bodega Herráiz,Spain,329
Mohamad Danisy Asyraf Bin Abdul Razak,Malaysia,329
Owen Wilkins,USA,328
Céline Souty,France,328
Jeric Bobo,Philippines,328
AJ Blair,USA,328
Manuel Bühler,Switzerland,328
Charlie Stark,United Kingdom,327
Tao Yu (喻韬),China,327
Naman Jain,India,327
Ryan DeLine,USA,327
Fahad Ittikaparambil Palakkal Haneefa,India,326
Carlos Pedro Casado de Achával,Argentina,325
Peter Andersson,Sweden,325
Jesús Lindo García,Spain,325
Ivan Li Ka Leong (李嘉亮),Hong Kong,324
Daniel Gracia Ortiz,Spain,323
Levi André Tallaksen,Norway,323
Clément Burgevin,France,322
Guoliang Wang (王国梁),China,322
Andy Wong,USA,321
Brandon Mikel,USA,320
Matt Sullivan,USA,320
Shifei Dai (代时飞),China,320
Marcos Masini,Argentina,319
Santiago Reyes Idarraga,Colombia,319
Timo Forsthofer,Germany,319
Gabriel Henrique Cabral Barthasson,Brazil,319
Oscar Jones,United Kingdom,319
Serhii Mormul (Сергій Мормуль),Ukraine,319
Xiaochuan Feng (冯小川),China,319
Andrew Le,USA,319
David Verdooren Flórez,Colombia,318
Amelie Dieterich,Germany,317
Laura Holzhauer,Germany,316
Daniel Chudecki,Poland,316
Abdullah Gulab,Pakistan,316
Eddy Deturche,France,316
Jesper Frisk,Sweden,315
Radosław Drozdowicz,Poland,315
Akatsuki Kitamura (北村曉),Japan,314
Willem Klose,Germany,313
James Hildreth,USA,313
Yan Xia (夏炎),China,313
Daniel Tarifa,Bolivia,313
Kevin Gerhardt,Germany,312
Ben Streeter,USA,312
Jerich Lee (李再圆),USA,312
Jing Jia (贾婧),China,311
Caleb Fox,USA,311
Shunsuke Wada (和田俊輔),Japan,311
Tommy Szeliga,USA,311
Aidan Proietto,USA,311
Philippe Virouleau,France,310
Spencer Chubb,USA,309
Tyler Robinson,USA,309
Andreas Pohl,Germany,308
Brady Metherall,Canada,308
Antonio Egidio,USA,308
Shuo Zhao (赵硕),China,308
Pranav Veera,USA,308
Jorge Mario Gurdián Flores,Nicaragua,307
