name,avgs,bpas,ratio
Kyler Smith,11,2,1.096
Sydney Weaver,11,2,1.098
Ryan Pilat,11,2,1.1
Jesper Frisk,11,2,1.101
Cady Shields,35,2,1.101
Pessi Ansaranta,19,2,1.12
Allyson Dias de Lima,24,2,1.08
Máté Horváth,11,2,1.08
Riley Woo,19,2,1.079
Kai Jiptner,11,2,1.072
Nanda Bhayu Hariyanto,13,2,1.031
Steven Kearns,27,2,1.068
Tom Savage,11,2,1.031
Thomas Sonnenberg Jarner,15,2,1.068
Michael (謝富亦),19,2,1.069
Wong Chong Wen (黄崇文),30,2,1.069
José Miguel Lorente Pérez,14,2,1.029
Gavin Nelson,11,2,1.07
Konstantin Ushakov,17,2,1.029
Igor Tarasov,13,2,1.071
Calvin Nielson,28,2,1.071
Milán Baticz,22,2,1.071
Piotr Trząski,12,2,1.072
David Adams,15,2,1.072
Christophe Grosjean,11,2,1.079
Bobby D'Angelo,14,2,1.073
Elizaveta Ermolkina,13,2,1.073
Sameer Aggarwal,13,2,1.073
Andre Febriato Jonathan,18,2,1.073
Tim Wong,12,2,1.073
Stephano Saucedo Reyes,11,2,1.074
Mitchell Hum,12,2,1.027
Ilham Fikriya Darmawan,14,2,1.025
Mateusz Szulik,14,2,1.076
Noah Diamond,14,2,1.076
Tim Rinehart,16,2,1.078
Mattheo de Wit,13,2,1.078
Leow Yi Jun (廖艺畯),15,2,1.079
Lincheng Cai (蔡林成),29,2,1.064
Tomáš Novotný,16,2,1.062
Dmitriy Rogozhnikov (Дмитрий Рогожников),11,2,1.016
Takuma Shirahase (白波瀬拓磨),12,2,1.049
Mariia Mazel (Марія Мазел),15,2,1.05
Stefan Pochmann,19,2,1.05
Saransh Tandon,21,2,1.049
Mike Hughey,22,2,1.049
Maicol Ramos,15,2,1.056
Oliver Fritz,15,2,1.049
Patrick Drew Dwyer,13,2,1.056
Ian Gilham,12,2,1.057
Fabian Auroux,17,2,1.049
Rahul Kulkarni,16,2,1.04
Alexander Karlov,11,2,1.049
Sam Zhixiao Wang (王志骁),13,2,1.057
Natthaphat Mahtani (ณัฐภัทร จี มาทานี),11,2,1.059
Aldo José Gramajo de León,14,2,1.045
Amaia de Pablo,11,2,1.04
Dominik Fürer,11,2,1.039
Miklós Mohos,13,2,1.057
Nikolas Márkus,14,2,1.058
Keunsoo Heo (허근수),13,2,1.048
Jacob Oliver Bruun,11,2,1.039
Nicolas Perez,12,2,1.048
Bhargav Narasimhan,19,2,1.038
Andrew Karbusicky,18,2,1.059
Chunyu Zhang (张春雨),21,2,1.059
Yikuan Kan (阚亦宽),14,2,1.041
Deni Mintsaev (Дени Минцаев),12,2,1.056
Maksymilian Majcher,20,2,1.05
Felipe Cardim,15,2,1.05
Vilius Ribinskas,26,2,1.053
Marcus Kamen,26,2,1.053
Christopher Cabrera,14,2,1.042
Sukant Koul,18,2,1.053
Axel Flordal,16,2,1.043
Theo Proferes,18,2,1.043
Paul Mahvi,20,2,1.052
Matěj Mužátko,30,2,1.052
Wojciech Rogoziński,12,2,1.055
Szabolcs Balázsi,17,2,1.044
Artem Yashkov,13,2,1.044
Kush Girap,14,2,1.051
Liam Wadek,13,2,1.044
Muhammad Syahmi,24,2,1.051
Javier López Fernández,13,2,1.042
Firstian Fushada (符逢城),16,2,1.051
Chris Mills,28,2,1.055
Joris Mühlsteff,16,2,1.055
Branko Kobal,12,2,1.051
Jinhao Zheng (郑金昊),14,2,1.051
Mykola Trotsenko (Микола Троценко),15,2,1.044
Harry Taylor,12,2,1.041
Lennon Hughes,12,2,1.041
Alex Kekkonen,18,2,1.059
Sheldon Rego,21,2,1.045
Aneurin Hunt,12,2,1.043
Darja Makurina,20,2,1.037
Fedor Abaev,18,2,1.047
Fyodor Ivanov,19,2,1.061
Philippe Lucien,13,2,1.037
Zhengjun Lin (林正俊),12,2,1.063
Ryan Wu,14,2,1.063
Alexey Yarygin,18,2,1.061
Aryan Sehgal,16,2,1.062
Jingyuan Chen (陈静远),16,2,1.061
Yu Sajima (佐島優),23,2,1.046
Hassan Khanani,20,2,1.061
Vladimir Korovin,12,2,1.045
Marek Wójtowicz,18,2,1.061
Federico da Fonseca,16,2,1.046
Boxi Chen (陈博希),30,2,1.061
Ivan Zabrodin,43,2,1.062
Elijah Brown,17,2,1.046
Raúl Sancho Molinero,16,2,1.062
Will Belote,17,2,1.063
Mihai Căpăţinescu,12,2,1.06
Gunnar Krig,26,2,1.045
Ernesto Fernández Regueira,21,2,1.038
Zeke Mackay,21,2,1.06
Artem Kuminov,13,2,1.035
Raúl Ramos,13,2,1.06
Viktor Zenk,21,2,1.048
Ilya Nazarov,13,2,1.064
Prin Kijviwattanakarn (ปริญ กิจวิวัฒนการ),17,2,1.06
Oscar Nieto,13,1,1.078
Jackey Zheng,12,1,1.126
Amelie Dieterich,22,1,1.046
Jaume Martínez Vanaclocha,11,1,1.051
Vladislav Pyatnitsa (Владислав Пятница),17,1,1.077
Joe Ewbank,11,1,1.114
Yuhei Takagi (高木佑平),11,1,1.083
Bradley Sampson,14,1,1.111
Franciszek Fidos,20,1,1.13
Chia-Wei Lu (呂家維),11,1,1.083
Luke Hubbard,22,1,1.138
Christian Smedegaard,13,1,1.053
Javier París,22,1,1.079
Josias Milan Sirpa Pinto,11,1,1.053
Alexandros Efremidis,15,1,1.119
Rustin Haderlie,11,1,1.078
Raffael Ort,11,1,1.052
Erwan Kohler,17,1,1.082
Jakub Hibszer,13,1,1.053
Kari Hyttinen,14,1,1.082
Dawid Wójcik,12,1,1.045
Ivo Bakker,14,1,1.123
Kennan LeJeune,17,1,1.081
Hampus Hellqvist,16,1,1.045
Manuel Prieto de Antón,33,1,1.08
Rui-Jun Liu (劉睿鈞),16,1,1.08
Markko Eduardo Rivera Hernández,13,1,1.08
Daniel Rose-Levine,20,1,1.109
Alexei Sinyavin,11,1,1.094
Antoni Rumowski,13,1,1.108
Brendan Bakker,11,1,1.048
Mohammed Aiman Koli,18,1,1.097
Xingkai Yin (尹星凯),16,1,1.049
Albert Quiñones,23,1,1.077
Lauren Phung,15,1,1.045
Jaime Botello García,13,1,1.048
Alvar Nylén,12,1,1.09
Tobias Droste,11,1,1.095
Kirill Shalashov,15,1,1.044
Ziyue Wu (吴子玥),12,1,1.091
Jānis Zirnis,11,1,1.02
Tzu-Han Hung (洪梓菡),11,1,1.045
Philippe Virouleau,12,1,1.048
Viktor Kalmar,12,1,1.048
Danylo Harbar (Данило Гарбар),11,1,1.048
James Golding,12,1,1.049
Szymon Malinowski,11,1,1.048
Christian Schiøtt,11,1,1.098
Georgiy Titov (Георгій Тітов),21,1,1.049
Kristian Gil Caragan,12,1,1.088
Diego Iglesias Godoy,17,1,1.044
Hanlin Ding (丁瀚林),17,1,1.087
Jonathan Collins,11,1,1.047
Tyler Robinson,12,1,1.049
Quentin Lefebvre,18,1,1.047
Wojciech Włodarczyk,25,1,1.047
Bertie Longden,18,1,1.046
Habin Kim (김하빈),12,1,1.05
Stephen Adhisaputra,14,1,1.094
Chan Hay Yin (陳希言),12,1,1.05
Michael Young,14,1,1.104
Daniel Guardado Cabral,23,1,1.051
Nikolay Vasilyev,11,1,1.044
Dmitry Aniskin,19,1,1.064
Carter Bitz,12,1,1.056
Malte Oliver Bøgh Kjøller,15,1,1.029
Lakshmi Sai Srivatsa,12,1,1.069
Jade Durenne,11,1,1.058
Mark Boyanowski,13,1,1.039
Serafima Petrova (Серафима Петрова),12,1,1.058
Jens Diewald,14,1,1.029
Sergey Novik,19,1,1.04
James Gonsalves,11,1,1.069
Agnes Maxelino,11,1,1.07
Sean Moran,12,1,1.07
Marek Padlewski,21,1,1.057
Myles Jarman,22,1,1.068
Devin Corr-Robinett,12,1,1.07
Stepan Tsarev,15,1,1.053
Tripp Peters,12,1,1.056
Luca Rizzi,13,1,1.056
Yunke Zhang (张云柯),20,1,1.071
Ryan Michael Breen,13,1,1.072
Aleksander Arefiew,11,1,1.072
Joel Cetra,14,1,1.041
Mary Hennessy,11,1,1.072
Cyrus Wong Yuk Chi (黃昱誌),14,1,1.059
Christopher Chi,21,1,1.068
Rustam Valeev,13,1,1.073
Lovisa Eriksson,14,1,1.066
Arkadiusz Abramowski,18,1,1.064
Rodrigo Ugarte,14,1,1.064
Łukasz Dubicki,15,1,1.063
William Jensen,13,1,1.033
Shlok Mongia,12,1,1.062
Xinan He (何栖楠),23,1,1.061
Maxim Brednev (Максим Бреднев),13,1,1.066
Guus de Wit,17,1,1.061
Livia Kleiner,33,1,1.066
Jan van Dorst,11,1,1.061
Cristian Ezequiel Vega,13,1,1.068
Seth Talbot,13,1,1.032
Xiaobin Rui (芮晓彬),16,1,1.032
Suen Ming Chi (孫銘志),11,1,1.067
Akihiro Ishida (石田朗大),12,1,1.037
Daniel Chudecki,13,1,1.06
Urho Kinnunen,11,1,1.067
Oliver Castledine,12,1,1.068
Christopher Morris,27,1,1.068
Dominic Lumsden,13,1,1.068
Anatoly Kim,15,1,1.056
David Arzamastsev,12,1,1.055
Chung Tze Yang (鍾志扬),13,1,1.054
Ryan Jones,17,1,1.055
Bartłomiej Lewandowski,26,1,1.075
Ernie Pulchny,19,1,1.076
Jesús Lindo García,21,1,1.054
Pavlo Bondar (Павло Бондар),20,1,1.075
Luis Kleinheinz,21,1,1.054
Kim Jokinen,24,1,1.074
Lee Chiang (蔣礪),20,1,1.074
Jakob Gunnarsson,27,1,1.074
Nicolas Schmied,15,1,1.074
Jinseo Hong,11,1,1.074
Katie Davies,18,1,1.074
Edward Vakula,16,1,1.075
Cendy Cahyo Rahmat,13,1,1.042
Justin Jaffray,11,1,1.055
Laura Tarrés Gimeno,11,1,1.076
Tyler Brodzinski,16,1,1.055
Tristan Wright,16,1,1.074
Seán O'Toole,12,0,1.079
Jake Buckley,14,0,1.078
Travis Burkett,12,0,1.099
