name,avgs,bpas,ratio
Jefferson Nunes Brito de Oliveira,11,3,1.007
Gomain Ngernseng (โกเมน เงินเส็ง),13,3,1.009
Umut Coşan,13,1,1.01
Uku Kruusamägi,19,8,1.01
Timur Kakhanovich,11,3,1.01
Javid Nabizade,11,5,1.011
Sam Nave,11,4,1.011
Sebastian Häfner,13,4,1.011
Andrii Vasyliev (Андрій Васильєв),12,4,1.011
Caleb Hoffman,17,7,1.012
Álvaro Rojas,13,3,1.012
Pedro Giuseppe Garcia Milla,12,2,1.012
Oliver Kugler,13,3,1.012
Jing Chen (陈憬),13,4,1.012
Albert Philip Bulao,11,1,1.012
Shuoran Li (李硕然),12,6,1.012
Hassan Khanani,35,15,1.012
Ken Lin Pak Kin (練柏健),17,4,1.013
Robert Paus,14,4,1.013
Qi Qu (曲祺),11,4,1.013
Jerich Lee (李再圆),14,4,1.013
Chris Brotzman,18,2,1.013
Carmen Teo Bin Jie (张斌婕),13,4,1.013
Aditya Ghidora,15,2,1.013
Eduardo Henrique Philippsen,11,3,1.013
Lei Wang (汪磊),39,10,1.013
Quan Nguyen,12,2,1.013
Simone Cilia,11,3,1.013
Vladislav Shavelskiy,28,9,1.014
Péter Pozsgai,12,1,1.014
Bradley Sampson,16,4,1.014
Damiano Di Paola,16,2,1.014
Joe Nowak,14,4,1.014
Fabian Alberti Maldonado,19,5,1.014
Wei Wang (王炜),15,1,1.014
Gabriel Bergue Campos Borges,21,7,1.014
Igor Aipkin,14,6,1.014
Mateusz Zieliński,15,2,1.014
Eduardo Rafael Mendiola Rosas,14,2,1.014
Szymon Moroń,12,1,1.014
Muhammed Enes Ertaş,12,3,1.014
Jakob Fiechter,18,3,1.015
Takumi Yoshida (吉田匠),23,6,1.015
Łukasz Dubicki,15,3,1.015
Viljo Elo,15,5,1.015
David Gisler,11,1,1.015
Bartłomiej Krokos,11,3,1.015
Edbert Sim,17,6,1.015
Nathapat Chawawiwat (ณัฐพัชร์ ชววิวรรธน์),12,2,1.015
