name,avgs,bpas,ratio
Samuel Pollom,13,1,1.025
Nikolay Vasilyev,22,2,1.025
Nejc Ian Čurman,24,5,1.025
Alban Reynaud,31,2,1.025
Giovanny Coronado,39,8,1.025
Niclas Mach,14,0,1.025
Zachary Ochs,23,3,1.025
Viljo Elo,20,3,1.025
Jorge Alfageme Sotillos,14,1,1.025
Joshua Feran,91,11,1.025
Vincentiu Tarsoaga,18,1,1.025
Chung-Han Hsu (許鍾瀚),29,6,1.025
Zhengyin Chen (陈正胤),12,1,1.025
Matthew Sheerin,12,2,1.025
Niko Ronkainen,22,5,1.025
Joel Cetra,31,7,1.025
Takahiro Tomisawa (富沢隆広),17,3,1.025
Gabriel Sargeiro Gomes de Mello,28,5,1.025
Blake Thompson,84,16,1.025
Angel Arrioja Landa,19,7,1.025
Shonathon Collins,17,3,1.025
Jesús Jorge García López,11,2,1.025
Shun-Hsin Chang (張舜欣),59,10,1.025
Rok Glinšek,17,2,1.025
Lovisa Eriksson,26,3,1.025
Andrii Lushpak (Андрій Лушпак),12,1,1.025
Lucas Etter,12,1,1.025
Phillip Lewicki,57,13,1.025
Fabricio Andrés Yañez Terrazas,39,7,1.025
Ethan Rusnak,14,3,1.025
Philippe Virouleau,43,4,1.025
Dominik Pasztetnik,17,3,1.025
Francisco Alberto Castañeda Lima,13,4,1.025
Dominik Unijewski,20,4,1.025
Jayden McNeill,56,17,1.025
Marco Belotti,31,3,1.025
Antoine Cantin,67,12,1.025
Luca Stalpers,11,2,1.025
Vasile Dan,21,5,1.025
Muhammad Razin Bin Roslan,16,2,1.025
Amelia Zakrzewska,14,3,1.025
Renxin Tang (汤任欣),66,8,1.025
Sandro Mattenberger,13,4,1.025
Chengyang Song (宋成阳),13,2,1.025
Samuel Klingström,11,3,1.025
Tomáš Nguyen,16,1,1.025
Jacob Ambrose,94,18,1.025
Sean Moran,29,7,1.025
Bence Barát,156,20,1.025
Oscar Roth Andersen,133,19,1.025
Michał Wojcieszek,23,5,1.025
Artem Melikian (Артем Мелікян),27,4,1.025
Alexis Rodrigo Cazu Mendoza,39,5,1.025
Lorenzo Vigani Poli,87,14,1.025
Francisco José Campos Rocamora,13,2,1.025
Pedro Giuseppe Garcia Milla,16,3,1.025
Gabriel Santiago Velez Gonzalez,24,4,1.025
Nestor Sokhan,31,6,1.025
Sébastien Auroux,78,9,1.025
Marquez Phan,18,2,1.025
Brian Johnson,38,6,1.025
Jerich Lee (李再圆),13,6,1.025
Julien Gaboriaud,16,3,1.025
Jose Ortiz Jr.,13,2,1.025
Daniel Yakhkind (Даніель Яхкінд),25,4,1.025
Luke Burong,13,5,1.025
Katelyn Hinkley,13,2,1.026
Qingpo Niu (牛青坡),14,4,1.026
Fred Lang,20,3,1.026
David Vujasić,21,1,1.026
Nikita Malykhin (Никита Малыхин),12,4,1.026
Tiffany Chien,26,4,1.026
Abhijeet Ghodgaonkar,24,6,1.026
Aidan McKenzie,21,1,1.026
Patrycja Michalska,36,7,1.026
Will Cerne,11,3,1.026
Nobuaki Suga (菅信昭),19,2,1.026
Clément Cherblanc,102,15,1.026
Carlos Molina Alcolea,11,2,1.026
Luis Sinhue Medina Salas,29,3,1.026
Jasper Murray,16,1,1.026
Daniel Guardado Cabral,21,8,1.026
Rahul Venkatesan,21,2,1.026
Bartłomiej Krokos,16,1,1.026
Will Callan,43,9,1.026
Manuel Prieto de Antón,43,6,1.026
Michael Conard,15,2,1.026
Kamil Pawlak,17,5,1.026
Ujjawal Pabreja,38,7,1.026
Mads Mohr Christensen,12,2,1.026
Piotr Kogut,15,0,1.026
Myles Jarman,15,2,1.026
Nicolas Naing,32,4,1.026
Lauren Phung,38,6,1.026
Shu-Yii Luo (駱書翊),26,2,1.026
Jun Xia (夏骏),13,2,1.026
César Abraham Briones Arreola,17,2,1.026
Leo Guernion,15,3,1.026
Tim Reynolds,32,5,1.026
Wilson Alvis (陈智胜),22,2,1.026
Miguel Espelleta Pontón,12,4,1.026
Vladimir Korovin,19,2,1.026
Rui-Jun Liu (劉睿鈞),27,5,1.026
John Brechon,47,8,1.026
Raymond Goslow,56,6,1.026
Keaton Ellis,45,6,1.026
Arnaud van Galen,23,3,1.026
Zayn Khanani,38,5,1.026
Nathaniel Gee,13,1,1.026
Amos Nordman,56,6,1.026
Akash Rupela,66,11,1.026
Shih-Hao Wang (王士豪),14,1,1.026
Jesper Frisk,12,2,1.026
Nathan Dwyer,28,4,1.026
Ivan Lew Yi Wen (刘义文),60,7,1.026
Fabio Bini Graciose,111,19,1.026
Olivier Vos,27,6,1.026
Nicola Barbaro,21,6,1.026
Igor Ośmiałowski,16,4,1.026
Kacper Rafalski,36,8,1.026
Marcin Jakubowski,14,4,1.026
Jefferson Andres Durango Argaez,25,5,1.026
Roy Lee,83,16,1.026
Maksymilian Majcher,125,15,1.026
Tomohiro Kobayashi (小林知広),25,3,1.026
Toni Beljo,29,8,1.026
Will Gurnett,17,4,1.026
Mateusz Szulik,37,4,1.026
Aneurin Hunt,37,7,1.026
Andy Denney,65,15,1.026
Fredrik Trondhjem,35,5,1.026
Alwin Rölz,50,5,1.026
Farid Mikhailov,21,5,1.026
Allyson Dias de Lima,40,11,1.026
Mykhailo Lagoida (Михайло Лагойда),14,1,1.026
Zachary Garber,15,1,1.026
Ewsey Obzherin,13,1,1.026
Rafael Felipe Cordoba,18,3,1.026
Qi Zhou (周祺),24,2,1.026
Alrimar Dias Rocha Sobrinho,17,1,1.026
Zoé de Moffarts,100,11,1.026
Tommaso Raposio,18,4,1.026
Ishaan Lal,22,4,1.026
Noé Bourdon,30,2,1.026
Deniz Atak,26,2,1.026
Juan de Dios Noriega Sánchez,13,0,1.026
Oleksii Lukin (Олексій Лукін),21,6,1.026
Brady Metherall,30,3,1.026
Jacky Koo Chun Ki (顧俊祺),39,8,1.026
Liudi Sun (孙柳笛),12,4,1.027
Wojciech Fydrych,11,3,1.027
Michał Mlostek,54,8,1.027
Ernesto Gutiérrez Cuba,49,10,1.027
Jesser Armando Ramírez Diaz,20,5,1.027
Rodrigo Ugarte,56,13,1.027
Wong Chong Wen (黄崇文),44,4,1.027
Kamil Pomietło,25,3,1.027
Giovanni Contardi,33,4,1.027
Przemysław Rogalski,67,10,1.027
Cary Huang,22,7,1.027
Alexander Mutch,18,4,1.027
Antoine Isselin,20,5,1.027
Sean Cutshaw,13,1,1.027
Seung Hyuk Nahm (남승혁),18,3,1.027
Yinghao Wang (王鹰豪),28,5,1.027
Kevin Costello III,18,2,1.027
Yu-Hsuan Chang (張祐瑄),11,3,1.027
Linus Buck,11,5,1.027
Tomáš Zatroch,27,1,1.027
Daniel Pavelich,19,4,1.027
Jinseo Hong,13,3,1.027
Adam Chodyniecki,24,4,1.027
Daan Baartmans,23,4,1.027
Jiaxi Ye (叶佳希),19,2,1.027
Juan Angel Guillén,15,6,1.027
Daniel Gloppestad Bajer,25,2,1.027
Jan Zych,107,15,1.027
Alvar Nylén,11,2,1.027
Valentin Hoffmann,46,6,1.027
Reto Bubendorf,86,16,1.027
