name,avgs,bpas,ratio
Brian Johnson,38,6,1.025
Abhijeet Ghodgaonkar,24,6,1.026
Ben Stokes,25,6,1.024
Nathaniel Berg,52,6,1.028
Nestor Sokhan,31,6,1.025
Brandon Harris,12,6,1.013
Filip Miazek,41,6,1.028
Aryan Chhabra,24,6,1.041
Juan Angel Guillén,15,6,1.027
Taylor Cookmeyer,32,6,1.028
Nicola Barbaro,21,6,1.026
Anyu Zhang (张安宇),27,6,1.035
Valentin Hoffmann,46,6,1.027
Lei Wang (汪磊),26,6,1.024
Ng Jia Quan (黄佳铨),24,6,1.035
Manuel Prieto de Antón,43,6,1.026
Mattia Furlan,35,6,1.027
Olivier Vos,27,6,1.026
Oleksii Lukin (Олексій Лукін),21,6,1.026
Kaito Mori (森海斗),15,6,1.014
Arifumi Fushimi (伏見有史),35,6,1.035
Sebastian Alanen,15,6,1.027
Raymond Goslow,56,6,1.026
Keaton Ellis,45,6,1.026
Chung-Han Hsu (許鍾瀚),29,6,1.025
Amos Nordman,56,6,1.026
Lauren Phung,38,6,1.026
Oscar Sánchez Najarro,11,6,1.011
Theo Mayer,47,6,1.03
Riley Woo,38,6,1.023
Jernej Omulec,35,6,1.023
José Antonio Navarro Sánchez,40,6,1.032
Marie Vincent,28,6,1.021
Ernest Seroczyński,30,6,1.031
Muhammad Saleh Imtiaz,32,6,1.029
Bart Sekulski,21,6,1.022
Alaik Bhatia,22,6,1.022
Ciarán Beahan,46,6,1.031
Simone Ohler,33,6,1.021
Matěj Grohmann,31,6,1.03
Pablo Say,30,6,1.03
Eric Zhao,29,6,1.03
Jacob Chambers,30,6,1.021
Yun-Rui Chiang (江昀叡),23,6,1.019
Michael Young,33,6,1.03
Dmitry Dergunov,30,6,1.033
Nikita Kovalchuk (Нікіта Ковальчук),34,6,1.03
Kyra Joiner,27,6,1.03
Chetan Roger Dhanjal,31,6,1.022
AJ Kamal,49,6,1.033
Richard Jay S. Apagar,30,6,1.03
Lucas Wesche,31,6,1.023
Leo Lindqvist,34,6,1.03
Jose Polorhenzo Aquino,12,6,1.018
Haowei Fan (樊浩玮),16,6,1.02
Eva Kato,34,6,1.032
Yunliang Zhang (张赟量),53,6,1.032
Peter Grassard,22,6,1.032
Mitchell Lane,38,6,1.023
Lucas Déglise,44,6,1.023
Leonard Wetzel,23,6,1.023
Dominik Vidaković,27,6,1.02
Angel Anampa,23,6,1.023
Juho Arjanne,37,6,1.034
Manuel Bühler,51,6,1.032
Dmitry Kryuzban,55,6,1.028
Mats Valk,66,6,1.033
Julen Simón Iriarte,20,5,1.043
Michał Wojcieszek,23,5,1.025
Carter Kucala,59,5,1.032
Jefferson Andres Durango Argaez,25,5,1.026
Choi Goho (최고호),24,5,1.03
Ryan Wu,37,5,1.038
Marcin Zalewski,34,5,1.039
Amelie Dieterich,42,5,1.031
Alexis Rodrigo Cazu Mendoza,39,5,1.025
Ainesh Sevellaraja,36,5,1.033
Zayn Khanani,38,5,1.026
John Edison Ubaldo (ᜇ᜔ᜌᜓ︀ᜈ᜔ ᜁᜇᜒᜐᜓ︀ᜈ᜔ ᜂᜊᜎ᜔ᜇᜓ︀),38,5,1.033
Sean Hartman,36,5,1.032
Christian König,23,5,1.031
Marcus Moberg,17,5,1.031
Ivan Zabrodin,46,5,1.033
Luke Garrett,45,5,1.03
Luke Burong,13,5,1.025
Louis Cormier,50,5,1.033
Pablo Nicolás Oshiro Mondoñedo,36,5,1.039
Catherine Trace,30,5,1.032
Tim Reynolds,32,5,1.026
James Quinn,28,5,1.031
Rūdolfs Vīnkalns,26,5,1.031
Rui-Jun Liu (劉睿鈞),27,5,1.026
Andres Arias Medina,16,5,1.031
Jakub Kipa,37,5,1.032
Kamil Pawlak,17,5,1.026
Semyon Terskov,22,5,1.028
Daniel Rose-Levine,45,5,1.037
Henry Savich,28,5,1.029
Jakub Wolniewicz,27,5,1.029
Yusheng Du (杜宇生),22,5,1.035
Ritwik Pattnaik,13,5,1.029
Martin Fronescu,30,5,1.029
Hector David Martinez Argaez,26,5,1.029
Adithyaa Anand,30,5,1.033
Kari Hyttinen,46,5,1.035
Helmer Ewert,44,5,1.029
Mikus Lembergs,14,5,1.033
Sebastian Weyer,29,5,1.034
Joaquín Infante Medrano,17,5,1.028
Alex Asbery,36,5,1.03
Lim Hung (林弘),46,5,1.035
Tianlang Han (韩天朗),42,5,1.029
Jakob Gunnarsson,55,5,1.034
Pedro Miranda Moreira,25,5,1.029
Igor Tarasov,58,5,1.029
Hassan Khanani,35,5,1.028
Vladyslav Zhydkov (Владислав Жидков),27,5,1.029
Ankit Gupta,20,5,1.029
Piotr Olszewski,35,5,1.034
Michael Chai (柴天方),36,5,1.029
Jure Gregorc,37,5,1.033
Antonio López,25,5,1.027
Mariano D'Imperio,54,5,1.035
Chen Kang (亢晨),27,5,1.035
Fredrik Trondhjem,35,5,1.026
Alwin Rölz,50,5,1.026
Farid Mikhailov,21,5,1.026
Will Russo,23,5,1.037
Kalina Brzezińska,50,5,1.033
Rafael Rodriguez Santana,17,5,1.028
Alejandro Marze Rossel,14,5,1.033
Pavel Galaktionov,39,5,1.036
Jesser Armando Ramírez Diaz,20,5,1.027
Dmitry Aniskin,38,5,1.036
Antoine Isselin,20,5,1.027
Yinghao Wang (王鹰豪),28,5,1.027
Linus Buck,11,5,1.027
Tommy Cherry,29,5,1.036
Sam Schultz,27,5,1.03
Alexander Bashutkin,23,5,1.03
Mitchell Hum,25,5,1.033
Nipat Charoenpholphant (นิพัฒน์ เจริญพลพันธุ์),19,5,1.029
Nicolas Harper,25,5,1.027
Ethan Pride,27,5,1.029
Anthony Lafourcade,22,5,1.027
Anish Rajesh,33,5,1.032
Yuhei Takagi (高木佑平),31,5,1.03
Jorge Augusto Siqueira Pinto,24,5,1.024
Enzo Mattos,19,5,1.019
Filip Nilsen,19,5,1.024
Juan Andres Ruiz Polo,25,5,1.017
Kate Grahame,21,5,1.017
Andrea Lo Sardo,12,5,1.019
Noah Kraft,19,5,1.018
Jordi Sebastian Solar Chavez,15,5,1.023
Vicente Astroza,14,5,1.019
Louie Jay Quibote,11,5,1.024
Arkadiusz Abramowski,19,5,1.024
Rami Sbahi,31,5,1.016
Pedro Santos Guimarães,28,5,1.013
Chunhao Liu (柳春浩),21,5,1.023
Eder Olivencia Gonzalez,34,5,1.024
Henrik Buus Aagaard,18,5,1.022
Niko Ronkainen,22,5,1.025
Wataru Hashimura (端村航),30,5,1.021
Gabriel Sargeiro Gomes de Mello,28,5,1.025
Danny SungIn Park,27,5,1.024
Yuuki Kobayashi (古林祐輝),26,5,1.023
William Jensen,24,5,1.022
Xiaowei Wang (王晓伟),19,5,1.024
Lucas Ichiro Yunomae,28,5,1.022
Michael Kristel,15,5,1.018
Yuxuan Chen (陈雨璇),24,5,1.022
José Garrido,22,5,1.024
Jorge Castillo Matas,21,5,1.023
