name,avgs,bpas,ratio
Víctor Arturo Ibañez Aliaga,12,7,1.017
McEwan Barton-Johnson,13,5,1.023
Santiago Mejia Chacon,13,3,1.025
Mateusz Bytner,11,5,1.027
Bhaktij Patil,12,4,1.027
Max Fairbanks,12,5,1.027
Emilio Valenzuela Tapia,14,3,1.027
Bhavya Maulik Dhami,11,3,1.027
Luan Mendes Teixeira,11,3,1.028
Rafael Peña,14,2,1.028
Jesús Jorge García López,14,7,1.028
Menglin Xu (徐梦麟),11,4,1.029
Dennis Loose,11,4,1.029
Javier Agustín Rossi,14,6,1.029
Roberto Henrique Borges Machado,13,4,1.03
Lichao Liu (刘立超),11,1,1.03
Andy Guo (郭茂成),12,4,1.03
Simon De Prins,12,2,1.031
Gregorio Missael Lopez Sanchez,19,8,1.031
Ivar Strangstadstuen,12,1,1.031
Adam Bartůšek,17,6,1.031
Jari Paavilainen,15,7,1.032
Scott Haller,11,2,1.032
Marilia Gabriela Pinto Ramos,11,4,1.032
Xiaofeng Jiao (焦晓峰),14,6,1.032
Daniel Billingham,14,3,1.032
Martin Šilha,11,3,1.032
Emna Boughizane,16,3,1.033
Nikhil Date,15,4,1.033
Daniel Penilla Jiménez,13,5,1.033
Thomas Heiden,12,3,1.033
Chris Dzoan,11,2,1.033
Aniket Salve,13,2,1.034
Finn Frato-Sweeney,16,4,1.034
Kenneth Svendson,18,2,1.034
Antonio Navas Villalta,11,3,1.035
Roderic Blazy,19,5,1.035
Dylan Fritz,12,5,1.035
Ethan Castonguay,12,2,1.035
Ke Wang (王珂),11,1,1.035
Josiah Samuel Saysombath,16,6,1.035
Joseph Kinerson,11,3,1.035
Hao Li (李昊),11,4,1.036
Wei Yuen Teh,21,3,1.036
Patrick Game,12,3,1.036
Daniel Quach,16,4,1.036
Cameron Blumenow,12,2,1.037
Xuan Gong (龚轩),14,4,1.037
Oscar Lokteff,11,2,1.037
Chengcheng Qiao (乔成成),12,2,1.037
Boyang Ni (倪博阳),15,4,1.037
Pietro Mazza,12,3,1.037
Jack Gerring,15,6,1.037
Xingyu Wu (吴惺宇),11,3,1.037
Yichang Chen (陈益昌),14,3,1.037
César Pagán Villafañe,22,8,1.037
Matteo Mazzini,15,4,1.037
Dave Wing,13,4,1.037
Nicolay Roness,14,5,1.038
Jianqiang Shen (沈建强),20,4,1.038
Simon Pfahler,12,4,1.038
Samuel Côté,11,2,1.038
Jose Urrego-Gomez,13,6,1.038
Mingtao Wu (吴铭涛),12,3,1.038
Szabolcs-László Bordás,15,4,1.038
Christopher Wenzel,17,5,1.038
Aaron Mills,12,2,1.038
Micah Stairs,33,6,1.038
Zexi Zeng (曾泽西),11,3,1.038
Rahul Athreya,11,1,1.038
Junyuan Lai (赖俊源),11,2,1.039
Yuheng Su (苏昱衡),12,3,1.039
Bruce Michael Bautista,13,3,1.039
Daniel Yang,18,4,1.039
Nicolas Kepper,12,2,1.039
Shengjie Zhu (朱圣捷),18,7,1.039
Robert Paus,32,7,1.039
Hao Wang (王浩),14,3,1.039
Runlin Lü (吕润林),11,4,1.04
Téo Louis,14,2,1.04
Jialong Liu (刘嘉龙),14,4,1.04
Hamish Monckton,15,5,1.04
Alex Bohac,11,5,1.04
Will Rankin,12,4,1.04
Munkhchuluun Buyanduuren,14,4,1.04
Carlos Javier Roque García,16,4,1.04
Luis Gerardo Martínez Hernández,20,4,1.04
Siddh Saraogi,11,3,1.04
Haotian Dong (董浩天),13,5,1.04
Olivier Wirz,12,4,1.041
Omry Noam,13,4,1.041
Derick Miller,14,4,1.041
Miha Korenjak,11,2,1.041
Jiyang Xu (徐继扬),12,3,1.041
Vlad Brana,12,3,1.041
Tsang Hon Pong (曾漢邦),11,1,1.041
Wesley Stephenson,12,3,1.041
Conn Talbot,12,3,1.041
Balázs Máté,22,5,1.042
Diego Alonso Tapia Mera,18,4,1.042
Nándor Szabó,12,0,1.042
Angelo Garcia,11,3,1.042
Shuo Liu (刘硕),12,5,1.042
