name,avgs,bpas,ratio
Viktor Kalmar,71,14,1.04
Kailong Li (李开隆),115,14,1.046
Simon Westlund,91,14,1.039
Vladislav Kaminskiy,77,14,1.043
Maxence Baudry,47,14,1.039
Dmitry Aniskin,79,14,1.045
Akash Rupela,154,14,1.047
Anthony Lafourcade,130,14,1.051
Laura Holzhauer,80,14,1.046
Chris Dzoan,57,14,1.042
Shuhei Omura (大村周平),75,14,1.049
Riccardo Simone,58,14,1.031
Evan Liu,133,14,1.049
Vasily Stasyev,72,14,1.048
Wong Chong Wen (黄崇文),67,14,1.044
Daniel Mullen,61,14,1.043
Er-Sheng Kuo (郭爾陞),85,14,1.049
Pedro Alejandro Condo Tellez,85,14,1.05
Livia Kleiner,96,14,1.049
Benjamin Gottschalk,61,14,1.04
Eduard Esteban García Domínguez,108,14,1.054
Dmitry Dergunov,139,14,1.048
Jan Zych,114,13,1.05
Charlie Stark,86,13,1.051
Manuel Prieto de Antón,88,13,1.051
Iuri Grangeiro Carvalho,102,13,1.043
Jedrick Remonde,70,13,1.035
Radosław Drozdowicz,63,13,1.049
Harry Savage,76,13,1.054
Alrimar Dias Rocha Sobrinho,71,13,1.052
Hunor Bózsing,152,13,1.045
Nikita Loika,83,13,1.045
Joel Ulin,79,13,1.037
Jonah Crosby,102,13,1.055
Jeff Park,87,13,1.045
Marcin Zalewski,83,13,1.046
Matěj Grohmann,65,13,1.042
Jong-Ho Jeong (정종호),84,13,1.044
Matthew Lowe,60,13,1.049
Sergey Ryabko,81,13,1.05
James Hamory,58,13,1.035
Henri Gerber,84,13,1.047
Leo Min-Bedford,65,13,1.041
Michał Bogdan,114,13,1.059
Kian Barry,125,13,1.048
Simone Cantarelli,99,13,1.052
Justin Jaffray,124,13,1.05
Oleg Gritsenko,103,13,1.058
Andy Denney,76,13,1.046
Rafał Waryszak,125,13,1.052
Henry Helmuth,57,13,1.038
Rafael Rodriguez Santana,92,13,1.049
Alexandre Carlier,131,13,1.051
Raymond Goslow,84,13,1.043
Zhao-Zhe Zhong (鍾肇哲),87,13,1.044
Daniel Chan,64,13,1.032
Wong Kin Lok (黃健樂),83,13,1.035
Yusheng Du (杜宇生),81,13,1.049
Manuel Bühler,95,13,1.045
Shane Grogan,77,13,1.044
James Donahue,78,13,1.043
Bennet Wichmann,52,13,1.056
Bob Burton,110,13,1.049
Zachary Garber,58,13,1.052
Abdelhak Kaddour,119,13,1.051
Patrick Hetco,112,13,1.048
Rami Sbahi,88,12,1.049
Mayron Blain,48,12,1.045
Omkar Chavan,47,12,1.039
Garret von Gaffron,66,12,1.042
Alberto Masó Molina,93,12,1.047
Bertalan Bodor,57,12,1.037
Danny SungIn Park,81,12,1.044
Nathan Soria,70,12,1.042
Linus Laurén,72,12,1.049
Vidar Norstein Klungre,77,12,1.046
Riley Dexter,67,12,1.049
Yunliang Zhang (张赟量),69,12,1.055
Sean Belke,75,12,1.044
Kirt Protacio,85,12,1.045
Stefan Huber,66,12,1.043
Karol Zakrzewski,155,12,1.049
Katie Hull,127,12,1.049
Luke Garrett,98,12,1.052
Ciarán Beahan,86,12,1.045
Chengming Su (苏成明),84,12,1.042
Velidi Venkata Jagan Mohana Murali Krishna,80,12,1.046
Luke Tycksen,68,12,1.042
Dene Beardsley,76,12,1.05
Abhijeet Ghodgaonkar,70,12,1.048
Timo Ludwig,84,12,1.052
Tommy Kiprillis,73,12,1.047
Jared Stinson,62,12,1.052
Daniel Gracia Ortiz,102,12,1.052
Sebastiano Tronto,50,12,1.042
Tiffany Chien,72,12,1.037
Sripad Sarma Katrapati,69,12,1.049
Renxin Tang (汤任欣),69,12,1.049
Baiqiang Dong (董百强),107,12,1.059
Jakub Wolniewicz,85,12,1.043
István Kocza,51,12,1.041
Myles Jarman,51,11,1.057
AJ Kamal,57,11,1.045
Rémi Esturoune,78,11,1.067
Ethan Davis,50,11,1.037
Julian David,76,11,1.051
Adrián Martínez Macías,87,11,1.052
Hung Lo (羅鴻),48,11,1.037
Renan Mondini Cerpe,59,11,1.064
Israel Machado Soares,60,11,1.048
Lucas Etter,73,11,1.052
Kari Hyttinen,73,11,1.048
Chan Tak Chuen (陳德泉),110,11,1.036
Vishantak Srikrishna,58,11,1.037
Adithyaa Anand,46,11,1.037
Przemysław Rogalski,149,11,1.051
Nox Clémenceau,98,11,1.057
