Rank,Name,Country,Average
1872,Alvaro Haidar Ersha,Indonesia,596.92
1873,Penghao Wang (王蓬皓),China,596.95
1874,Peter Preston,USA,596.97
1875,Andrew McCormick,USA,597.1
1876,Erdenebayar Otgonjargal,Mongolia,597.36
1877,Connor Kempf,USA,597.46
1878,Manuel Nobis,Germany,597.59
1879,Jacob Ryan Boantă,Romania,597.74
1880,Jichuan Deng (邓冀川),China,597.74
1881,Pessi Ansaranta,Finland,597.77
1882,Deyang Wang (王德阳),China,597.82
1883,Wojciech Weremczuk,Poland,598.03
1884,Wenxuan Yue (岳文轩),China,598.13
1885,Peter Rois,Austria,598.31
1886,Taiga Takaoka (高岡汰虎),Japan,598.31
1887,Ruben Grobler,South Africa,598.44
1888,Dmitry Sidorenko,Russia,598.47
1889,Mohammad Sarlaki (محمد سرلکی),Iran,598.54
1890,Jeremy Collins,USA,598.59
1891,Sergelenbat Nymdorj,Mongolia,598.76
1892,Olivér Perge,Hungary,598.87
1893,Chae Ji-Seok (채지석),Korea,599.08
1894,Keenan Johnson,USA,599.26
1895,Ian Cawthon,USA,599.37
1896,Jayden Mitchell,USA,599.44
1897,Safvan Kadannam Potta,India,599.47
1898,Hector Eduardo Ramirez Manuel,Mexico,599.58
1899,Kwok Chi Hang (郭志亨),Hong Kong,599.77
1900,Geovanny Cueva,Ecuador,599.81
1901,Gabriel Sargeiro Gomes de Mello,Brazil,599.9
1902,Antoine Piau,France,599.92
1903,Pol González Sierras,Spain,600.14
1904,Ben Sandlin,USA,600.17
1905,Haowei Fan (樊浩玮),China,600.2
1906,Michael Angelo Zafra,Philippines,600.26
1907,Vladimir Korovin,Russia,600.37
1908,Maarten Smit,Netherlands,600.39
1909,Tom Noble,Australia,600.42
1910,Víctor Gálvez,Uruguay,600.48
1911,Lui Chi Fung (雷智鋒),Hong Kong,600.83
1912,David Sánchez Serrano,Spain,600.9
1913,Ivan Vanek,USA,601.18
1914,Joseph Pasterski,USA,601.4
1915,Dinh-Anh Tran,France,601.58
1916,Denys Shyshliannykov (Денис Шишлянников),Ukraine,601.62
1917,Marcin Zalewski,Poland,601.65
1918,Nicholas McKee,USA,601.69
1919,Stefano Bevacqua,Italy,601.69
1920,Lorenzo Franco Kasilag,Philippines,601.87
1921,Kai Roff,United Kingdom,602.04
1922,Weilun Zhang (张炜纶),China,602.23
1923,Xinyu Tian (田芯语),China,602.52
1924,Islam Kitiev,Russia,602.61
1925,Jiaxi Ye (叶佳希),China,602.66
1926,Théo Paris,France,602.67
1927,Riccardo Simone,Italy,602.83
1928,Ryan McIlhenny,USA,603.09
1929,Zicheng Wei (魏子程),China,603.12
1930,Tianlang Han (韩天朗),China,603.16
1931,Shoutaro Kikuchi (菊地章太郎),Japan,603.16
1932,Nikolai Kuzin,Russia,603.18
1933,Mok Yuan Cong,Malaysia,603.21
1934,Maverick Sua,Philippines,603.25
1935,Dongyun Yin (殷冬昀),China,603.27
1936,Jeremy Smith,USA,603.28
1937,Oleg Mudryk (Олег Мудрик),Ukraine,603.28
1938,Andrés Irías Li,Costa Rica,603.3
1939,Michał Pleskowicz,Poland,603.31
1940,Pei Pan (潘霈),Taiwan,603.4
1941,Gianluca Veschi,Italy,603.4
1942,Gavin Olson,Canada,603.48
1943,Philipp Weyer,Germany,603.54
1944,Dylan Rene Centeno Chevez,Nicaragua,603.69
1945,Jeff Miao,China,603.8
1946,Christopher Cabrera,USA,603.82
1947,Juan Juli Andika Chandra,Indonesia,603.9
1948,Charan Middi,USA,604.11
1949,Fabricio Andrés Yañez Terrazas,Bolivia,604.19
1950,Mikhail Kuzin,Russia,604.35
1951,Xinhe Liu (刘心赫),China,604.36
1952,Paul Taylor,USA,604.4
1953,Michael Tripodi,Australia,604.46
1954,Antoine Isselin,France,604.79
1955,Zelin Wang (王泽霖),China,604.82
1956,Ben Towers,United Kingdom,605.14
1957,Ruiyang Wang (王睿杨),China,605.21
1958,Hongye Sun (孙虹烨),China,605.29
1959,Björn Korbanka,Germany,605.32
1960,Eric Fernandes Monteiro,Brazil,605.35
1961,Max Walaszek,USA,605.47
1962,Joey Gouly,United Kingdom,605.51
1963,Lee Stanton-Barnett,New Zealand,605.63
1964,Pablo Say,Guatemala,605.66
1965,Luis Gerardo Martínez Hernández,Mexico,605.76
1966,Takahiro Tomisawa (富沢隆広),Japan,605.79
1967,Luke Holt,United Kingdom,605.79
1968,Meng-Jia Li (李孟家),Taiwan,605.99
1969,Brian S. Degiuli,USA,606.07
1970,Simon Liang,USA,606.14
1971,Andrea Thull,Luxembourg,606.33
1972,Daniel Tidsey,United Kingdom,606.49
1973,Cezary Chełkowski,Poland,606.6
1974,Gomain Ngernseng (โกเมน เงินเส็ง),Thailand,606.71
1975,Szymon Juroszek,Poland,606.87
1976,Seth Rowell,USA,607.05
1977,Wojciech Szatanowski,Poland,607.18
1978,Mattia Francardi,Italy,607.24
1979,Dmitry Lavrov,Russia,607.38
1980,Aedelle Vice Staley R. Anunciacion,Philippines,607.44
1981,Minsoo Park,Korea,607.46
1982,Lorenzo Pillon,Italy,607.55
1983,Dexter Estolonio,Philippines,607.61
1984,Junxi Li (李俊锡),China,607.67
1985,Pedro Victor Ferreira Silva,Brazil,607.82
1986,Penghe Lin (林鹏河),China,607.83
1987,Wang Pan (潘旺),China,608.01
1988,Mateusz Gil,Poland,608.06
1989,Darcy Andrikonis,Australia,608.19
1990,Renato Dean,Croatia,608.32
1991,Vaishnav Nitesh,India,608.36
1992,Fabrizio Rocco,Argentina,608.53
1993,Krzysztof Żerucha,Poland,608.58
1994,Yiming Liu (刘一鸣),China,608.68
1995,Gang Ji (纪纲),China,609.08
1996,Nathan Nakaguchi,USA,609.19
1997,Philip Preußler,Germany,609.21
1998,Will Cerne,USA,609.3
1999,Yi Zhao (赵轶),China,609.35
2000,Soheil Lotfi (سهیل لطفی),Iran,609.52
2001,George Pelham,Australia,609.68
2002,Leon Tran,Australia,609.68
2003,Edward Liu,USA,609.71
2004,Nicholas Fogo,Australia,609.72
2005,Owen de Greeff,Canada,609.76
2006,Faris Adilah Zakaria,Indonesia,609.76
2007,Michael Wittwer,Germany,609.76
2008,Tsang Hon Pong (曾漢邦),Hong Kong,609.94
2009,Arden Daniel Jacobson,USA,610.12
2010,Matthew Prestwich,United Kingdom,610.13
2011,Andy Wong,USA,610.16
2012,Andrii Atamaniuk (Андрій Атаманюк),Ukraine,610.26
2013,James Hamory,USA,610.29
2014,Zabir Bin Moaj,Bangladesh,610.4
2015,Evan Brown,USA,610.43
2016,Evan Mann,USA,610.46
2017,Melda Eksi,Germany,610.52
2018,Daniel Penilla Jiménez,Mexico,610.55
2019,Bálint Bodor,Hungary,610.56
2020,Matúš Buffa,Slovakia,610.64
2021,Elliott Ashe,USA,610.73
2022,Hunter Eric Deardurff,USA,610.85
2023,Leudy Rodríguez,Dominican Republic,610.95
2024,Luis Kleinheinz,Germany,611.11
2025,Yunfan Li (李云帆),China,611.3
2026,Jaime Aguilera,Chile,611.43
2027,Weikang Zheng (郑炜康),China,611.47
2028,Yunhao Cai (蔡云浩),China,611.5
2029,Zhiyang Chen (陈至扬),China,611.55
2030,Andrés Hisashi Suzuki,Peru,611.65
2031,Lanshi Zhang (张岚石),China,611.68
2032,Cody Ryan James,Malaysia,612.02
2033,David Gisler,Switzerland,612.09
2034,Brandon Stephens,USA,612.11
2035,Sebastian Guerrero,Costa Rica,612.13
2036,Panfeng Jiang (江攀峰),China,612.14
2037,Javier Siquité,Guatemala,612.36
2038,Haiden Diemer-McKinney,USA,612.38
2039,Pavel Grigoryev,Russia,612.42
2040,Alexandru Ignat,Romania,612.44
2041,David Pearce,Australia,612.52
2042,Konstantin Krämer,Germany,612.52
2043,Ilyas Arystanbekov (Ильяс Арыстанбеков),Kazakhstan,612.53
2044,Lucca Emmanuel Pineli Simões,Brazil,612.94
2045,Yuwen Su (苏裕文),China,613.11
2046,Frederik Hutfleß,Germany,613.26
2047,Qi Qu (曲祺),China,613.28
2048,Zeyu Gao (高泽宇),China,613.38
2049,Fan Li (李凡),China,613.46
2050,Er-Sheng Kuo (郭爾陞),Taiwan,613.54
2051,Ernie Pulchny,USA,613.56
2052,Lauren Phung,USA,613.56
2053,Gordon Choo,Australia,613.57
2054,Jorge Limberg Balcazar Castillo,Bolivia,613.68
2055,Nguyễn Minh Nghĩa,Vietnam,613.8
2056,Carlos Javier Hernández Castillo,Mexico,613.93
2057,Ekaterina Kaneva,Russia,613.96
2058,Mateusz Konarski,Poland,614.01
2059,Wenrui Qian (钱文睿),China,614.22
2060,Guanda Fu (符冠达),China,614.25
2061,Danang Adianto,Indonesia,614.4
2062,Benjamin Tibbetts,USA,614.45
2063,Christian Meyer,Switzerland,614.55
2064,Fumiki Koseki (古関章記),Japan,614.86
2065,Gabriel,Indonesia,614.94
2066,Junseop Kim (김준섭),Korea,615.34
2067,Dawson Gonzalez,USA,615.38
2068,Carlos Pedro Casado de Achával,Argentina,615.49
2069,Oskar Matysik,Poland,615.59
2070,Dmitry Aniskin,Russia,615.83
2071,Li Wang (王礼),China,615.84
2072,Rúnar Gauti Gunnarsson,Iceland,615.9
2073,Pengju Li (李鹏举),China,615.96
2074,Dominic Heising,USA,616.41
2075,Yerkin Assylbek,Kazakhstan,616.6
2076,João Pedro dos Santos Costa,Brazil,616.6
2077,Angelo Vega Castillo,Peru,616.68
2078,Kent Thomson,Australia,616.68
2079,Dominic Amrhein,Germany,616.7
2080,Manan Patel,India,616.79
2081,Yinjie Liu (刘胤颉),China,616.84
2082,DongHwan Lim (임동환),Korea,616.88
2083,Frank Rhoades,USA,616.91
2084,Andrea Lo Sardo,Italy,616.94
2085,Ruoyu Xia (夏若愚),China,616.96
2086,Israel Fraga da Silva,Brazil,617.05
2087,Lucas Sanchez,USA,617.2
2088,Xun Zhao (赵洵),China,617.23
2089,Juan Camilo Gallo Padilla,Colombia,617.26
2090,Ethan Pride,Australia,617.37
2091,Jonathan Culbertson,USA,617.4
2092,Ashwin Ramesh,India,617.45
2093,Abhishek Sathyanarayanan,India,617.46
2094,Andres Felipe Triviño,Colombia,617.5
2095,Julshz Lopez,Philippines,617.52
2096,Ethan Bockenhauer,USA,617.7
2097,Mengfei Shen (沈梦非),China,617.76
2098,Oscar Di Lenarda,France,617.78
2099,Michael Alexander,Australia,617.95
2100,Jiangshan Zha (查江山),China,618.12
2101,Andrew Brinker,USA,618.33
2102,Fabian Staber,Austria,618.58
2103,Rehaan Rasheed,India,618.59
2104,Benjamin Williams,USA,618.77
2105,Haowei Zhang (张昊威),China,618.81
2106,Takuma Daino (台野拓磨),Japan,618.83
2107,Antto Pitkänen,Finland,619.13
2108,Chia-Leo Lin (林珈樂),Taiwan,619.4
2109,Thaddeus Ciras,USA,619.47
2110,Moritz Lotz,Germany,619.49
2111,Yongtao Sun (孙永涛),China,619.58
2112,Kaiyi Li (李铠驿),China,619.61
2113,Lasse Korbanka,Germany,619.82
2114,Riccardo Pilan,Italy,619.83
2115,Lars Johan Folde,Norway,619.84
2116,Weiming Xu (徐伟明),China,619.85
2117,Ignacy Buczek,Poland,619.97
2118,Adam Greenwood,United Kingdom,620.03
2119,Johnathan Starkey,Australia,620.21
2120,Zhijian Wang (王志坚),China,620.25
2121,Rhys Campbell,Australia,620.27
2122,Nathan Azaria,Indonesia,620.29
2123,Jiaqi Liu (刘家奇),China,620.32
2124,Bingbin Hu (胡冰斌),China,620.76
2125,Antonio Pruteanu,Romania,620.93
2126,Damien Brewer,Australia,621.21
2127,Esdras Rodolfo Toc Hi,Guatemala,621.62
2128,Valentino Nuñez,Peru,621.63
2129,Shintaro Nishijo,Japan,622.08
2130,Samuel McKelvey,USA,622.11
2131,Birk Bredland,Norway,622.11
2132,Angel Omar Montiel Clavel,Mexico,622.11
2133,CJ Dresdner,USA,622.21
2134,Jakub Cabaj,Poland,622.26
2135,Adriel Wiebe,USA,622.29
2136,Pieterjan Joubert,South Africa,622.42
2137,Tomasz Kiełbasa,Poland,622.47
2138,Jonathan Hamstad,Norway,622.47
2139,Nicholas Patterson,Canada,622.56
2140,Katelyn Hinkley,USA,622.57
2141,Kevin Gonzalez,Chile,622.66
2142,Saravanan Gowthaman,India,622.83
2143,Dmitriy Malahov (Дмитрий Малахов),Russia,622.91
2144,Tan Yong Jie,Malaysia,623.04
2145,Alec Olson,USA,623.16
2146,Fedor Abaev,Russia,623.26
2147,Juho Arjanne,Finland,623.58
2148,Jerich Lee (李再圆),USA,623.65
2149,Jiawei Yao (姚嘉玮),China,623.69
2150,José Chávez,Paraguay,623.76
2151,Brennan Arnold,USA,623.82
2152,Huiyuan Wang (王汇元),China,623.84
2153,Swami Srinivasan,Australia,623.88
2154,Stefan Retzlaff,Germany,623.89
2155,Yihua Li (李易华),China,623.99
2156,Riley Workman,USA,624.19
2157,Yannick Balsiger,Switzerland,624.2
2158,Xiangjie Li (李祥杰),China,624.22
2159,Kim Junsu (김준수),Korea,624.36
2160,Hannes Müller,Germany,624.42
2161,Alessandro Manopulo,Italy,624.54
2162,Jeffrey Varga,USA,624.68
2163,Jose Urrego-Gomez,Colombia,624.86
2164,Scott Robinson,United Kingdom,625.25
2165,Kun-Hung Pan (潘昆宏),Taiwan,625.3
2166,Owen Brooks,USA,625.31
2167,Yunsu Nam (남윤수),Korea,625.35
2168,Alexander Helbok,Austria,625.46
2169,Alex Burns,United Kingdom,625.61
2170,Lucas Kuczaj,Canada,625.87
2171,Junxiang Hong (洪骏翔),China,625.96
2172,Thomas Stokes,United Kingdom,625.98
2173,Tianli Li (李田立),China,626.52
2174,Mihail Myshkin,Russia,626.53
2175,Pia Melloh,Germany,626.61
2176,Dilshawn Sidhu,Canada,626.61
2177,Noah Søkilde Damborg,Denmark,626.67
2178,Josh Myers,USA,626.72
2179,Nguyễn Tuệ Sơn,Vietnam,626.73
2180,Renato José Orrego Insfran,Paraguay,626.76
2181,Ruslan Morozov,Russia,626.88
2182,Taylor Cookmeyer,USA,626.88
2183,Toby Sainthouse,United Kingdom,627.02
2184,Facundo Finola,Argentina,627.13
2185,Adam Runninger,USA,627.18
2186,Calven Lipec,Australia,627.22
2187,Trần Ngọc Sơn,Vietnam,627.62
2188,Yuan Xu (徐元),China,627.75
2189,Junlong Li (李俊龙),China,628.07
2190,Mateus Garcia Rodolfo,Brazil,628.08
2191,José Cruz Lara Rojas,Mexico,628.89
2192,Anup Adhikari,Nepal,628.92
2193,William Klauer,USA,628.92
2194,Marcel Nycz,Poland,628.96
2195,David Serban Enescu,Romania,629.14
2196,Michael,Indonesia,629.22
2197,Gerard McAteer,Ireland,629.28
2198,Mohan Balaji,India,629.46
2199,Wayne Pi,Taiwan,629.53
2200,Ben Adcock,Australia,629.58
2201,Yuhao Sun (孙雨昊),China,629.67
2202,Joe Nowak,Germany,629.74
2203,Marcos Masini,Argentina,629.75
2204,András Szigeti,Romania,629.77
2205,Ricky Meiler,Germany,630.08
2206,Yutao Guo (郭宇韬),China,630.21
2207,Jordan Herman,USA,630.51
2208,Anonymous,USA,630.54
2209,Scott McGowan,USA,630.58
2210,Serafim Weiß,Germany,630.67
2211,Chen Kee Yen,Malaysia,630.69
2212,Alfredo Vasquez Mendoza,Mexico,630.77
2213,Nathanael Morgan,USA,630.96
2214,Vincent Chan,Netherlands,630.98
2215,Jake Geren,USA,631.03
2216,Xiang Meng (孟响),China,631.08
2217,Hongjia Huang (黄鸿佳),China,631.2
2218,Adam Walker,USA,631.3
2219,Alonso Moreno,Mexico,631.39
2220,David Cipriano,USA,631.7
2221,Nathan Cho,USA,631.71
2222,Oscar Alberto Ceballos Contreras,Venezuela,631.72
2223,Fangrui Zeng (曾方锐),China,631.76
2224,Ben Hogan,USA,631.77
2225,Daniel Méndez,Guatemala,631.8
2226,Rasmus Hagnäs,Finland,631.88
2227,Jiatong Jin (靳佳铜),China,632.07
2228,Michael Rose,Canada,632.32
2229,Oleg Martynov,Russia,632.32
2230,Conor Sullivan,Australia,632.41
2231,Samuel Cuellar Ramirez,El Salvador,632.52
2232,Sachio Iwasaki (岩崎幸生),Japan,632.58
2233,Patrick Kern,Germany,632.62
2234,Barnabás Turi,Hungary,632.62
2235,Acchyut Jolly,India,632.73
2236,Jack Manzo,USA,632.82
2237,Stanisław Szyszka,Poland,632.88
2238,John Doeden,USA,633.03
2239,Raphael Christian Garcia,Philippines,633.05
2240,Boris Monakhov,Russia,633.35
2241,Denys Horiachev (Денис Горячев),Ukraine,633.45
2242,Angel Anampa,Peru,634.2
2243,Enoch Gray,USA,634.21
2244,Yanhong Chen (陈燕宏),China,634.22
2245,Daan Baartmans,Netherlands,634.64
2246,Matthew Harris,USA,634.81
2247,Michael Fung,Netherlands,635.07
2248,John Lexel Alejandrino,Philippines,635.23
2249,Tamerlan Bagdatov,Kazakhstan,635.29
2250,Francisco Moraes Mandalozzo,Brazil,635.31
2251,Chris Van Der Brink,USA,635.42
2252,Miles Christopher Walcott,USA,635.45
2253,Michael DeLaRosa,USA,635.52
2254,Nicolas Køster Christensen,Denmark,635.85
2255,Theo Lyholm,Denmark,635.97
2256,Yeon Kyun Park (박연균),Korea,636.34
2257,Sarah Strong,Canada,636.43
2258,Christopher Murillo Reyes,Mexico,636.51
2259,Ramón Dersch,Germany,636.55
2260,Yannick Richter,Germany,636.6
2261,Linxiao Xu (徐林霄),China,636.82
2262,Linyang He (何林洋),China,636.89
2263,Luis Alonso Inestroza Henriquez,El Salvador,637.35
2264,Davide Adamo,Italy,637.35
2265,Jayson Sutanto,Indonesia,637.36
2266,Wei Ji (季炜),China,637.53
2267,Yong Rong Seng (杨荣盛),Malaysia,637.65
2268,Jonathan Östberg,Sweden,637.78
2269,Ramil Safiulin (Рамиль Сафиулин),Kazakhstan,637.99
2270,Patrick Kleverlaan,Australia,638.4
2271,Amarsanaa Enkhbaatar,Mongolia,638.44
2272,Bill Hammill,United Kingdom,638.67
2273,Rowan Curtin Illien,Ireland,638.68
2274,Azamat Tuko,Russia,638.77
2275,Paweł Wojciechowski,Poland,638.8
2276,Alberto Masó Molina,Spain,639.09
2277,Luís Felipe Hartmann,Brazil,639.09
2278,Oliver Wheat,United Kingdom,639.29
2279,Edward Xie,USA,639.29
2280,Yiqun Fan (樊轶群),China,639.37
2281,Aquiles Sánchez Ochoa,Mexico,639.42
2282,André Gustavo Zurita Ceceña,Mexico,639.44
2283,Xianqian Zou (邹贤谦),China,639.58
2284,James Markey Jr.,USA,639.59
2285,Luca Böhme,Germany,639.65
2286,Paolo Bartolucci,Italy,639.74
2287,Péter Róka,Hungary,639.79
2288,Enrico Tenuti,Italy,639.85
2289,Paulo Salgado Alvarez,Chile,640.06
2290,Qi Zhou (周祺),China,640.33
2291,Michał Orylski,Poland,640.46
2292,Devin Kennedy,USA,640.6
2293,Peng Huo (霍鹏),China,640.75
2294,Michael Stocker,Germany,640.75
2295,John Albright,USA,640.76
2296,Tijmen van der Ree,Netherlands,640.88
2297,Brian Bernabé Bolaños Arreaga,Guatemala,641.01
2298,Giovanny Coronado,Colombia,641.13
2299,Karla Struer Lund,Denmark,641.15
2300,Przemysław Rogalski,Poland,641.25
2301,Dalton Nichols,USA,641.4
2302,Yikang Chen (陈毅康),China,641.68
2303,Yilin Huang (黄奕霖),China,641.88
2304,Nic Napier,USA,641.89
2305,Lincheng Cai (蔡林成),China,642.0
2306,Oleg Fomenkov,Russia,642.01
2307,Miguel Ángel Rubio Medina,Mexico,642.08
2308,Timo Norrkniivilä,Finland,642.27
2309,Mia Sponseller,USA,642.32
2310,Rémi Esturoune,France,642.39
2311,Marvin Orlando Salguero Pardo,Bolivia,642.41
2312,Yulun Wu (吴宇伦),China,642.47
2313,Lincoln Lim Ken Yang,Malaysia,642.56
2314,Aidar Aminev,Russia,642.68
2315,Antonio Bonessi,USA,642.86
2316,Kristian Gil Caragan,Philippines,642.95
2317,Sofiya Bondarenko,Ukraine,643.1
2318,Jiyanglin Li (李继杨霖),China,643.3
2319,Alexander Sazonov (Александр Сазонов),Russia,643.32
2320,Thomas Schmidt,Denmark,643.43
2321,Jhoan Andrade,Ecuador,643.46
2322,Nguyễn Thành Đạt,Vietnam,643.85
2323,Daniel Anker Hermansen,Denmark,643.93
2324,Bille Janssen Lagarde,Philippines,644.1
2325,Kento Nakai (中井健斗),Japan,644.21
2326,Tomáš Novotný,Czech Republic,644.39
2327,Alasdair Paton,United Kingdom,644.42
2328,Petar Petrov Konstantinov,Bulgaria,644.72
2329,Nora Christ,Germany,644.79
2330,Zhihao Zhou (周志豪),China,644.98
2331,Perry Nathaniel Gonzales,Philippines,645.06
2332,Zihou Lu (陆子侯),China,645.23
2333,Austin Jensen,Canada,645.24
2334,Nox Clémenceau,France,645.27
2335,Leow Yi Jun (廖艺畯),Malaysia,645.57
2336,Adoni Chaves Artiaga,Costa Rica,645.75
2337,Michael Bame,USA,645.99
2338,Tyler Brodzinski,USA,646.09
2339,Guillaume David,Belgium,646.39
2340,Gil Merckx,Belgium,646.53
2341,Jonathan Leistner,Germany,646.54
2342,Santeri Laine,Finland,646.65
2343,In Guk Lee,Korea,646.67
2344,Silas Starling,USA,646.79
2345,Park Gyeong Yeol (박경열),Korea,646.98
2346,Christian Manuel de Lange,New Zealand,646.98
2347,Wesley Vonk,Netherlands,647.35
2348,Magomed Bashtaev,Russia,647.43
2349,Gaurav Taneja,India,647.56
2350,Đỗ Văn Bằng,Vietnam,647.57
2351,Sergio Antonio Galvan Beltran,Mexico,647.59
2352,Laura Ohrndorf,Germany,647.99
2353,Ethan Palendeng,New Zealand,648.1
2354,Lucas Jacobs,Canada,648.32
2355,Eduardo David Mazariegos Cifuentes,Guatemala,648.39
2356,Nejc Ian Čurman,Slovenia,648.4
2357,Carson Claud,USA,648.55
2358,Kacper Paweł Dworak,Poland,648.83
2359,Igor Pfaffenrot,Germany,648.85
2360,Nguyễn Việt Hoàng,Vietnam,648.98
2361,Patrick Hong,USA,649.0
2362,Kevin Rojas Tauma,Peru,649.06
2363,Maddie Clemmons,USA,649.07
2364,Kenn Mick Bautista,Philippines,649.11
2365,Tianping Ding (丁天平),China,649.42
2366,Andrew Park,USA,649.5
2367,Santino Maiorino,USA,649.55
2368,JianHan Choong,Malaysia,649.59
2369,Simone Ohler,Germany,649.68
2370,Muhammad Hafizuddin Akhtar Bin Mohd Zainal Abidin,Malaysia,649.68
2371,Dmitriy Shevchenko,Russia,649.81
2372,Kyrylo Danyleiko (Кирило Данилейко),Ukraine,649.88
2373,Quinn Lawson,USA,649.89
2374,Seth Baulch,Australia,649.94
2375,Chen-Pin Sun (孫振斌),Taiwan,650.0
2376,Tobias Christlieb,Germany,650.03
2377,Greg Austin,United Kingdom,650.04
2378,Mathieu Hudon,Canada,650.07
2379,Piotr Tokarski,Poland,650.1
2380,Sofian De Clercq,Belgium,650.37
2381,Andrew Hwang,USA,650.42
2382,Michael Vass,Canada,650.53
2383,Łukasz Cichecki,Poland,650.64
2384,Timothy Townley,USA,650.66
2385,Junrong Wang (王军荣),China,650.89
2386,Graeme Watt,Canada,651.03
2387,David Doty,USA,651.07
2388,Manuel Barrientos López,Mexico,651.08
2389,Miha Rajter,Slovenia,651.21
2390,Franco Tomaselli,Argentina,651.27
2391,Azlysha Azmi,Malaysia,651.4
2392,Zhouyu Zhao (赵洲宇),China,651.47
2393,Joel Boon,USA,651.52
2394,Zhiyuan Zhang (张智渊),China,651.57
2395,Sebastian Outh-Aut,Australia,651.58
2396,Ree Brandel D. Cariaga,Philippines,651.82
2397,Dartagnan Mullins,USA,651.86
2398,Evie Klein,USA,651.86
2399,Di Li (李迪),China,652.0
2400,Colm Fitz,Ireland,652.17
2401,Claes Hedin,Sweden,652.27
2402,Daniele Lacalamita,Italy,652.27
2403,Ethan Rusnak,Canada,652.3
2404,Kook Ming-Jo,Malaysia,652.43
2405,Connor McLaughlin,USA,652.59
2406,Ramesh Vidyasagar,Australia,652.93
2407,Giovane Rubin Fioravanti,Brazil,653.01
2408,Stone Amsbaugh,USA,653.13
2409,Bradley Sampson,USA,653.14
2410,Mayron Blain,France,653.15
2411,Wojciech Barciaga,Poland,653.22
2412,Luis Angel Huerta Barrales,Mexico,653.39
2413,Lachlan Ho,Australia,653.52
2414,Emilis Dolgov,Lithuania,653.71
2415,Ruperto Diza,Philippines,653.71
2416,Mikhail Andreev,Russia,653.74
2417,Chi-Tung Chen (陳智彤),Taiwan,653.76
2418,Stone Simpson,USA,653.96
2419,Trevor Petersen,USA,654.04
2420,Sebastiano Tronto,Italy,654.13
2421,Philipp Schiemer,Austria,654.31
2422,Ethan Stevens,Australia,654.49
2423,Eben Quenneville,USA,654.52
2424,Julien Gaboriaud,Canada,654.63
2425,Michael Kaiser,USA,654.78
2426,Louis-Alex Tremblay,Canada,655.11
2427,Juan Carlos Jimenez Torres,Mexico,655.59
2428,Ming-Huan Tsai (蔡旻桓),Taiwan,655.6
2429,Alejandro Romero,Mexico,655.7
2430,Mara Oprea,Romania,655.76
2431,Siddharth Chhatbar,India,655.96
2432,Robert Shindelar,USA,656.07
2433,Rodrigo Castañeda Lopez,Mexico,656.09
2434,Patrick French,USA,656.21
2435,Fitri Nurul Ain,Brunei,656.25
2436,Shikai Jiang (江侍锴),China,656.28
2437,Wei Wen (文卫),China,656.65
2438,Corbin McKay,USA,656.84
2439,Yen-Wei Li (李彥緯),Taiwan,656.92
2440,Isagani Esteron,Philippines,656.98
2441,Christian Gingrich,USA,657.06
2442,Qianqian Shao (邵千芊),China,657.1
2443,Tatsuya Ookubo (大久保達也),Japan,657.13
2444,Viktor From,Sweden,657.2
2445,Kesava Kirupa,India,657.22
2446,Tim Consemulder,Netherlands,657.34
2447,Dylan Swarts,South Africa,657.69
2448,Raman Shakya,Nepal,657.71
2449,Renato Stopic,Bosnia and Herzegovina,657.98
2450,Davis Joel Fonseca Rios,Panama,658.22
2451,Genesis Vertudez,Philippines,658.36
2452,Andrii Chernichko (Андрій Черничко),Ukraine,658.51
2453,Daniel Pavelich,USA,658.96
2454,Steffen Nielsen,Denmark,659.03
2455,Jack Maddigan,New Zealand,659.19
2456,Thomas Anderson,USA,659.26
2457,Jack Roe,USA,659.32
2458,Jovan Elimar Neypes,Philippines,659.38
2459,Bowen Xiao (肖博文),China,659.45
2460,Jay Terrafranca,United Kingdom,659.47
2461,Lê Quốc Khánh,Vietnam,659.54
2462,Volodymyr Hnidko (Володимир Гнідко),Ukraine,659.89
2463,Azhar Virani,USA,659.94
2464,Edrian Oralde Tepait,Philippines,660.01
2465,Qiuyu Yu (余秋雨),China,660.05
2466,Ming Tse Yuet Ming (謝乙銘),Hong Kong,660.05
2467,Owen Wilkins,USA,660.15
2468,Koh Youngjin (고영진),Korea,660.16
2469,Shantanu Awale,India,660.21
2470,Jack Moseley,Canada,660.22
2471,Maria Zhits,Russia,660.65
2472,Hayden Craun,USA,660.68
2473,Alison Meador,USA,660.73
2474,Timothy Loh,Australia,661.24
2475,Andrey Bicharov,Russia,661.38
2476,Kamil Pawlak,Poland,661.69
2477,Nikita Loika,Belarus,662.14
2478,Bruno Fonsêca Coelho Lima,Brazil,662.15
2479,Juan Delgado Sanchez,Mexico,662.49
2480,Lucas Emrich,Germany,662.64
2481,Marcin Bloch,Poland,662.66
2482,Nguyễn Giang Trung,Vietnam,662.84
2483,Ticiano Vilardi,Argentina,663.26
2484,Henry Hughes,Canada,663.33
2485,Pedro Henrique Maciel Ceccopieri Belo,Brazil,663.34
2486,Thomas Connor,United Kingdom,663.56
2487,Thomas Sonnenberg Jarner,Denmark,663.94
2488,Marco Iván Olea,USA,664.09
2489,Yuuki Kobayashi (古林祐輝),Japan,664.15
2490,Kai Yang (杨凯),China,664.28
2491,Ansh Iyer,India,664.7
2492,Ruohan Qiu (邱若寒),China,664.94
