Rank,Name,Country,Average
1875,Zhihan Liu (刘智涵),China,596.85
1876,Alvaro Haidar Ersha,Indonesia,596.92
1877,Penghao Wang (王蓬皓),China,596.95
1878,Andrew McCormick,USA,597.1
1879,Erdenebayar Otgonjargal,Mongolia,597.36
1880,Connor Kempf,USA,597.46
1881,Manuel Nobis,Germany,597.59
1882,Jichuan Deng (邓冀川),China,597.74
1883,Jacob Ryan Boantă,Romania,597.74
1884,Pessi Ansaranta,Finland,597.77
1885,Deyang Wang (王德阳),China,597.82
1886,Wojciech Weremczuk,Poland,598.03
1887,Wenxuan Yue (岳文轩),China,598.13
1888,Taiga Takaoka (高岡汰虎),Japan,598.31
1889,Peter Rois,Austria,598.31
1890,Ruben Grobler,South Africa,598.44
1891,Dmitry Sidorenko,Russia,598.47
1892,Mohammad Sarlaki (محمد سرلکی),Iran,598.54
1893,Jeremy Collins,USA,598.59
1894,Sergelenbat Nymdorj,Mongolia,598.76
1895,Olivér Perge,Hungary,598.87
1896,Chae Ji-Seok (채지석),Korea,599.08
1897,Keenan Johnson,USA,599.26
1898,Ian Cawthon,USA,599.37
1899,Jayden Mitchell,USA,599.44
1900,Safvan Kadannam Potta,India,599.47
1901,Hector Eduardo Ramirez Manuel,Mexico,599.58
1902,Kwok Chi Hang (郭志亨),Hong Kong,599.77
1903,Geovanny Cueva,Ecuador,599.81
1904,Gabriel Sargeiro Gomes de Mello,Brazil,599.9
1905,Antoine Piau,France,599.92
1906,Pol González Sierras,Spain,600.14
1907,Ben Sandlin,USA,600.17
1908,Haowei Fan (樊浩玮),China,600.2
1909,Michael Angelo Zafra,Philippines,600.26
1910,Vladimir Korovin,Russia,600.37
1911,Maarten Smit,Netherlands,600.39
1912,Tom Noble,Australia,600.42
1913,Víctor Gálvez,Uruguay,600.48
1914,Lui Chi Fung (雷智鋒),Hong Kong,600.83
1915,David Sánchez Serrano,Spain,600.9
1916,Ivan Vanek,USA,601.18
1917,Joseph Pasterski,USA,601.4
1918,Dinh-Anh Tran,France,601.58
1919,Denys Shyshliannykov (Денис Шишлянников),Ukraine,601.62
1920,Marcin Zalewski,Poland,601.65
1921,Nicholas McKee,USA,601.69
1922,Stefano Bevacqua,Italy,601.69
1923,Lorenzo Franco Kasilag,Philippines,601.87
1924,Kai Roff,United Kingdom,602.04
1925,Weilun Zhang (张炜纶),China,602.23
1926,Xinyu Tian (田芯语),China,602.52
1927,Islam Kitiev,Russia,602.61
1928,Jiaxi Ye (叶佳希),China,602.66
1929,Théo Paris,France,602.67
1930,Riccardo Simone,Italy,602.83
1931,Ryan McIlhenny,USA,603.09
1932,Zicheng Wei (魏子程),China,603.12
1933,Tianlang Han (韩天朗),China,603.16
1934,Shoutaro Kikuchi (菊地章太郎),Japan,603.16
1935,Nikolai Kuzin,Russia,603.18
1936,Mok Yuan Cong,Malaysia,603.21
1937,Maverick Sua,Philippines,603.25
1938,Dongyun Yin (殷冬昀),China,603.27
1939,Oleg Mudryk (Олег Мудрик),Ukraine,603.28
1940,Jeremy Smith,USA,603.28
1941,Andrés Irías Li,Costa Rica,603.3
1942,Michał Pleskowicz,Poland,603.31
1943,Pei Pan (潘霈),Taiwan,603.4
1944,Gianluca Veschi,Italy,603.4
1945,Gavin Olson,Canada,603.48
1946,Philipp Weyer,Germany,603.54
1947,Dylan Rene Centeno Chevez,Nicaragua,603.69
1948,Jeff Miao,China,603.8
1949,Christopher Cabrera,USA,603.82
1950,Juan Juli Andika Chandra,Indonesia,603.9
1951,Charan Middi,USA,604.11
1952,Fabricio Andrés Yañez Terrazas,Bolivia,604.19
1953,Mikhail Kuzin,Russia,604.35
1954,Xinhe Liu (刘心赫),China,604.36
1955,Paul Taylor,USA,604.4
1956,Antoine Isselin,France,604.79
1957,Zelin Wang (王泽霖),China,604.82
1958,Ben Towers,United Kingdom,605.14
1959,Ruiyang Wang (王睿杨),China,605.21
1960,Hongye Sun (孙虹烨),China,605.29
1961,Björn Korbanka,Germany,605.32
1962,Eric Fernandes Monteiro,Brazil,605.35
1963,Max Walaszek,USA,605.47
1964,Joey Gouly,United Kingdom,605.51
1965,Lee Stanton-Barnett,New Zealand,605.63
1966,Pablo Say,Guatemala,605.66
1967,Luis Gerardo Martínez Hernández,Mexico,605.76
1968,Takahiro Tomisawa (富沢隆広),Japan,605.79
1969,Luke Holt,United Kingdom,605.79
1970,Meng-Jia Li (李孟家),Taiwan,605.99
1971,Brian S. Degiuli,USA,606.07
1972,Simon Liang,USA,606.14
1973,Andrea Thull,Luxembourg,606.33
1974,Daniel Tidsey,United Kingdom,606.49
1975,Cezary Chełkowski,Poland,606.6
1976,Gomain Ngernseng (โกเมน เงินเส็ง),Thailand,606.71
1977,Szymon Juroszek,Poland,606.87
1978,Seth Rowell,USA,607.05
1979,Wojciech Szatanowski,Poland,607.18
1980,Mattia Francardi,Italy,607.24
1981,Lorenzo Pillon,Italy,607.3
1982,Dmitry Lavrov,Russia,607.38
1983,Aedelle Vice Staley R. Anunciacion,Philippines,607.44
1984,Minsoo Park,Korea,607.46
1985,Dexter Estolonio,Philippines,607.61
1986,Junxi Li (李俊锡),China,607.67
1987,Pedro Victor Ferreira Silva,Brazil,607.82
1988,Penghe Lin (林鹏河),China,607.83
1989,Wang Pan (潘旺),China,608.01
1990,Mateusz Gil,Poland,608.06
1991,Darcy Andrikonis,Australia,608.19
1992,Renato Dean,Croatia,608.32
1993,Vaishnav Nitesh,India,608.36
1994,Leon Tran,Australia,608.38
1995,Fabrizio Rocco,Argentina,608.53
1996,Krzysztof Żerucha,Poland,608.58
1997,Yiming Liu (刘一鸣),China,608.68
1998,Gang Ji (纪纲),China,609.08
1999,Nathan Nakaguchi,USA,609.19
2000,Philip Preußler,Germany,609.21
2001,Will Cerne,USA,609.3
2002,Yi Zhao (赵轶),China,609.35
2003,Soheil Lotfi (سهیل لطفی),Iran,609.52
2004,George Pelham,Australia,609.68
2005,Edward Liu,USA,609.71
2006,Nicholas Fogo,Australia,609.72
2007,Michael Wittwer,Germany,609.76
2008,Owen de Greeff,Canada,609.76
2009,Faris Adilah Zakaria,Indonesia,609.76
2010,Tsang Hon Pong (曾漢邦),Hong Kong,609.94
2011,Arden Daniel Jacobson,USA,610.12
2012,Matthew Prestwich,United Kingdom,610.13
2013,Andy Wong,USA,610.16
2014,Andrii Atamaniuk (Андрій Атаманюк),Ukraine,610.26
2015,James Hamory,USA,610.29
2016,Zabir Bin Moaj,Bangladesh,610.4
2017,Evan Brown,USA,610.43
2018,Evan Mann,USA,610.46
2019,Melda Eksi,Germany,610.52
2020,Daniel Penilla Jiménez,Mexico,610.55
2021,Bálint Bodor,Hungary,610.56
2022,Matúš Buffa,Slovakia,610.64
2023,Elliott Ashe,USA,610.73
2024,Hunter Eric Deardurff,USA,610.85
2025,Leudy Rodríguez,Dominican Republic,610.95
2026,Luis Kleinheinz,Germany,611.11
2027,Yunfan Li (李云帆),China,611.3
2028,Jaime Aguilera,Chile,611.43
2029,Weikang Zheng (郑炜康),China,611.47
2030,Yunhao Cai (蔡云浩),China,611.5
2031,Zhiyang Chen (陈至扬),China,611.55
2032,Andrés Hisashi Suzuki,Peru,611.65
2033,Lanshi Zhang (张岚石),China,611.68
2034,Cody Ryan James,Malaysia,612.02
2035,David Gisler,Switzerland,612.09
2036,Brandon Stephens,USA,612.11
2037,Sebastian Guerrero,Costa Rica,612.13
2038,Panfeng Jiang (江攀峰),China,612.14
2039,Javier Siquité,Guatemala,612.36
2040,Haiden Diemer-McKinney,USA,612.38
2041,Pavel Grigoryev,Russia,612.42
2042,Alexandru Ignat,Romania,612.44
2043,Konstantin Krämer,Germany,612.52
2044,David Pearce,Australia,612.52
2045,Ilyas Arystanbekov (Ильяс Арыстанбеков),Kazakhstan,612.53
2046,Lucca Emmanuel Pineli Simões,Brazil,612.94
2047,Yuwen Su (苏裕文),China,613.11
2048,Frederik Hutfleß,Germany,613.26
2049,Qi Qu (曲祺),China,613.28
2050,Zeyu Gao (高泽宇),China,613.38
2051,Fan Li (李凡),China,613.46
2052,Er-Sheng Kuo (郭爾陞),Taiwan,613.54
2053,Lauren Phung,USA,613.56
2054,Ernie Pulchny,USA,613.56
2055,Gordon Choo,Australia,613.57
2056,Jorge Limberg Balcazar Castillo,Bolivia,613.68
2057,Nguyễn Minh Nghĩa,Vietnam,613.8
2058,Carlos Javier Hernández Castillo,Mexico,613.93
2059,Ekaterina Kaneva,Russia,613.96
2060,Mateusz Konarski,Poland,614.01
2061,Wenrui Qian (钱文睿),China,614.22
2062,Guanda Fu (符冠达),China,614.25
2063,Danang Adianto,Indonesia,614.4
2064,Benjamin Tibbetts,USA,614.45
2065,Christian Meyer,Switzerland,614.55
2066,Fumiki Koseki (古関章記),Japan,614.86
2067,Gabriel,Indonesia,614.94
2068,Carlos Pedro Casado de Achával,Argentina,615.17
2069,Junseop Kim (김준섭),Korea,615.34
2070,Dawson Gonzalez,USA,615.38
2071,Oskar Matysik,Poland,615.59
2072,Dmitry Aniskin,Russia,615.83
2073,Li Wang (王礼),China,615.84
2074,Rúnar Gauti Gunnarsson,Iceland,615.9
2075,Pengju Li (李鹏举),China,615.96
2076,Dominic Heising,USA,616.41
2077,Yerkin Assylbek,Kazakhstan,616.6
2078,João Pedro dos Santos Costa,Brazil,616.6
2079,Angelo Vega Castillo,Peru,616.68
2080,Kent Thomson,Australia,616.68
2081,Dominic Amrhein,Germany,616.7
2082,Manan Patel,India,616.79
2083,Yinjie Liu (刘胤颉),China,616.84
2084,DongHwan Lim (임동환),Korea,616.88
2085,Frank Rhoades,USA,616.91
2086,Andrea Lo Sardo,Italy,616.94
2087,Ruoyu Xia (夏若愚),China,616.96
2088,Israel Fraga da Silva,Brazil,617.05
2089,Lucas Sanchez,USA,617.2
2090,Xun Zhao (赵洵),China,617.23
2091,Juan Camilo Gallo Padilla,Colombia,617.26
2092,Ethan Pride,Australia,617.37
2093,Jonathan Culbertson,USA,617.4
2094,Ashwin Ramesh,India,617.45
2095,Abhishek Sathyanarayanan,India,617.46
2096,Andres Felipe Triviño,Colombia,617.5
2097,Julshz Lopez,Philippines,617.52
2098,Ethan Bockenhauer,USA,617.7
2099,Mengfei Shen (沈梦非),China,617.76
2100,Oscar Di Lenarda,France,617.78
2101,Michael Alexander,Australia,617.95
2102,Jiangshan Zha (查江山),China,618.12
2103,Andrew Brinker,USA,618.33
2104,Fabian Staber,Austria,618.58
2105,Rehaan Rasheed,India,618.59
2106,Benjamin Williams,USA,618.77
2107,Haowei Zhang (张昊威),China,618.81
2108,Takuma Daino (台野拓磨),Japan,618.83
2109,Antto Pitkänen,Finland,619.13
2110,Chia-Leo Lin (林珈樂),Taiwan,619.4
2111,Thaddeus Ciras,USA,619.47
2112,Moritz Lotz,Germany,619.49
2113,Yongtao Sun (孙永涛),China,619.58
2114,Kaiyi Li (李铠驿),China,619.61
2115,Miles Christopher Walcott,USA,619.61
2116,Lasse Korbanka,Germany,619.82
2117,Riccardo Pilan,Italy,619.83
2118,Lars Johan Folde,Norway,619.84
2119,Weiming Xu (徐伟明),China,619.85
2120,Ignacy Buczek,Poland,619.97
2121,Adam Greenwood,United Kingdom,620.03
2122,Johnathan Starkey,Australia,620.21
2123,Zhijian Wang (王志坚),China,620.25
2124,Rhys Campbell,Australia,620.27
2125,Nathan Azaria,Indonesia,620.29
2126,Jiaqi Liu (刘家奇),China,620.32
2127,Bingbin Hu (胡冰斌),China,620.76
2128,Antonio Pruteanu,Romania,620.93
2129,Damien Brewer,Australia,621.21
2130,Esdras Rodolfo Toc Hi,Guatemala,621.62
2131,Valentino Nuñez,Peru,621.63
2132,Shintaro Nishijo,Japan,622.08
2133,Angel Omar Montiel Clavel,Mexico,622.11
2134,Samuel McKelvey,USA,622.11
2135,Birk Bredland,Norway,622.11
2136,CJ Dresdner,USA,622.21
2137,Jakub Cabaj,Poland,622.26
2138,Adriel Wiebe,USA,622.29
2139,Pieterjan Joubert,South Africa,622.42
2140,Tomasz Kiełbasa,Poland,622.47
2141,Jonathan Hamstad,Norway,622.47
2142,Nicholas Patterson,Canada,622.56
2143,Katelyn Hinkley,USA,622.57
2144,Kevin Gonzalez,Chile,622.66
2145,Saravanan Gowthaman,India,622.83
2146,Dmitriy Malahov (Дмитрий Малахов),Russia,622.91
2147,Tan Yong Jie,Malaysia,623.04
2148,Alec Olson,USA,623.16
2149,Fedor Abaev,Russia,623.26
2150,Juho Arjanne,Finland,623.58
2151,Jerich Lee (李再圆),USA,623.65
2152,Jiawei Yao (姚嘉玮),China,623.69
2153,José Chávez,Paraguay,623.76
2154,Brennan Arnold,USA,623.82
2155,Huiyuan Wang (王汇元),China,623.84
2156,Swami Srinivasan,Australia,623.88
2157,Stefan Retzlaff,Germany,623.89
2158,Yihua Li (李易华),China,623.99
2159,Riley Workman,USA,624.19
2160,Yannick Balsiger,Switzerland,624.2
2161,Xiangjie Li (李祥杰),China,624.22
2162,Kim Junsu (김준수),Korea,624.36
2163,Hannes Müller,Germany,624.42
2164,Alessandro Manopulo,Italy,624.54
2165,Jeffrey Varga,USA,624.68
2166,Jose Urrego-Gomez,Colombia,624.86
2167,Scott Robinson,United Kingdom,625.25
2168,Kun-Hung Pan (潘昆宏),Taiwan,625.3
2169,Owen Brooks,USA,625.31
2170,Yunsu Nam (남윤수),Korea,625.35
2171,Alexander Helbok,Austria,625.46
2172,Alex Burns,United Kingdom,625.61
2173,Lucas Kuczaj,Canada,625.87
2174,Junxiang Hong (洪骏翔),China,625.96
2175,Thomas Stokes,United Kingdom,625.98
2176,Tianli Li (李田立),China,626.52
2177,Mihail Myshkin,Russia,626.53
2178,Pia Melloh,Germany,626.61
2179,Dilshawn Sidhu,Canada,626.61
2180,Noah Søkilde Damborg,Denmark,626.67
2181,Josh Myers,USA,626.72
2182,Nguyễn Tuệ Sơn,Vietnam,626.73
2183,Renato José Orrego Insfran,Paraguay,626.76
2184,Ruslan Morozov,Russia,626.88
2185,Taylor Cookmeyer,USA,626.88
2186,Toby Sainthouse,United Kingdom,627.02
2187,Facundo Finola,Argentina,627.13
2188,Adam Runninger,USA,627.18
2189,Calven Lipec,Australia,627.22
2190,Trần Ngọc Sơn,Vietnam,627.62
2191,Yuan Xu (徐元),China,627.75
2192,Junlong Li (李俊龙),China,628.07
2193,Mateus Garcia Rodolfo,Brazil,628.08
2194,Patrick Kleverlaan,Australia,628.23
2195,José Cruz Lara Rojas,Mexico,628.89
2196,Anup Adhikari,Nepal,628.92
2197,William Klauer,USA,628.92
2198,Marcel Nycz,Poland,628.96
2199,Victor Glyrskov,Denmark,629.04
2200,David Serban Enescu,Romania,629.14
2201,Michael,Indonesia,629.22
2202,Gerard McAteer,Ireland,629.28
2203,Mohan Balaji,India,629.46
2204,Wayne Pi,Taiwan,629.53
2205,Ben Adcock,Australia,629.58
2206,Yuhao Sun (孙雨昊),China,629.67
2207,Christian Cutter,USA,629.74
2208,Joe Nowak,Germany,629.74
2209,Marcos Masini,Argentina,629.75
2210,András Szigeti,Romania,629.77
2211,Ricky Meiler,Germany,630.08
2212,Yutao Guo (郭宇韬),China,630.21
2213,Jordan Herman,USA,630.51
2214,Anonymous,USA,630.54
2215,Scott McGowan,USA,630.58
2216,Serafim Weiß,Germany,630.67
2217,Chen Kee Yen,Malaysia,630.69
2218,Alfredo Vasquez Mendoza,Mexico,630.77
2219,Nathanael Morgan,USA,630.96
2220,Vincent Chan,Netherlands,630.98
2221,Jake Geren,USA,631.03
2222,Xiang Meng (孟响),China,631.08
2223,Nicolas Køster Christensen,Denmark,631.15
2224,Hongjia Huang (黄鸿佳),China,631.2
2225,Adam Walker,USA,631.3
2226,Alonso Moreno,Mexico,631.39
2227,David Cipriano,USA,631.7
2228,Nathan Cho,USA,631.71
2229,Oscar Alberto Ceballos Contreras,Venezuela,631.72
2230,Fangrui Zeng (曾方锐),China,631.76
2231,Ben Hogan,USA,631.77
2232,Daniel Méndez,Guatemala,631.8
2233,Rasmus Hagnäs,Finland,631.88
2234,Jiatong Jin (靳佳铜),China,632.07
2235,Oleg Martynov,Russia,632.32
2236,Michael Rose,Canada,632.32
2237,Conor Sullivan,Australia,632.41
2238,Samuel Cuellar Ramirez,El Salvador,632.52
2239,Sachio Iwasaki (岩崎幸生),Japan,632.58
2240,Barnabás Turi,Hungary,632.62
2241,Patrick Kern,Germany,632.62
2242,Acchyut Jolly,India,632.73
2243,Jack Manzo,USA,632.82
2244,Stanisław Szyszka,Poland,632.88
2245,John Doeden,USA,633.03
2246,Raphael Christian Garcia,Philippines,633.05
2247,Boris Monakhov,Russia,633.35
2248,Denys Horiachev (Денис Горячев),Ukraine,633.45
2249,Angel Anampa,Peru,634.2
2250,Enoch Gray,USA,634.21
2251,Yanhong Chen (陈燕宏),China,634.22
2252,Daan Baartmans,Netherlands,634.64
2253,Matthew Harris,USA,634.81
2254,Michael Fung,Netherlands,635.07
2255,John Lexel Alejandrino,Philippines,635.23
2256,Tamerlan Bagdatov,Kazakhstan,635.29
2257,Francisco Moraes Mandalozzo,Brazil,635.31
2258,Chris Van Der Brink,USA,635.42
2259,Michael DeLaRosa,USA,635.52
2260,Theo Lyholm,Denmark,635.97
2261,Yeon Kyun Park (박연균),Korea,636.34
2262,Sarah Strong,Canada,636.43
2263,Christopher Murillo Reyes,Mexico,636.51
2264,Ramón Dersch,Germany,636.55
2265,Yannick Richter,Germany,636.6
2266,Linxiao Xu (徐林霄),China,636.82
2267,Linyang He (何林洋),China,636.89
2268,Luis Alonso Inestroza Henriquez,El Salvador,637.35
2269,Davide Adamo,Italy,637.35
2270,Jayson Sutanto,Indonesia,637.36
2271,Wei Ji (季炜),China,637.53
2272,Yong Rong Seng (杨荣盛),Malaysia,637.65
2273,Jonathan Östberg,Sweden,637.78
2274,Ramil Safiulin (Рамиль Сафиулин),Kazakhstan,637.99
2275,Amarsanaa Enkhbaatar,Mongolia,638.44
2276,Bill Hammill,United Kingdom,638.67
2277,Rowan Curtin Illien,Ireland,638.68
2278,Azamat Tuko,Russia,638.77
2279,Paweł Wojciechowski,Poland,638.8
2280,Luís Felipe Hartmann,Brazil,639.09
2281,Alberto Masó Molina,Spain,639.09
2282,Edward Xie,USA,639.29
2283,Oliver Wheat,United Kingdom,639.29
2284,Yiqun Fan (樊轶群),China,639.37
2285,Aquiles Sánchez Ochoa,Mexico,639.42
2286,André Gustavo Zurita Ceceña,Mexico,639.44
2287,Xianqian Zou (邹贤谦),China,639.58
2288,James Markey Jr.,USA,639.59
2289,Luca Böhme,Germany,639.65
2290,Paolo Bartolucci,Italy,639.74
2291,Péter Róka,Hungary,639.79
2292,Enrico Tenuti,Italy,639.85
2293,Paulo Salgado Alvarez,Chile,640.06
2294,Qi Zhou (周祺),China,640.33
2295,Michał Orylski,Poland,640.46
2296,Devin Kennedy,USA,640.6
2297,Peng Huo (霍鹏),China,640.75
2298,Michael Stocker,Germany,640.75
2299,John Albright,USA,640.76
2300,Tijmen van der Ree,Netherlands,640.88
2301,Brian Bernabé Bolaños Arreaga,Guatemala,641.01
2302,Giovanny Coronado,Colombia,641.13
2303,Karla Struer Lund,Denmark,641.15
2304,Przemysław Rogalski,Poland,641.25
2305,Dalton Nichols,USA,641.4
2306,Yikang Chen (陈毅康),China,641.68
2307,Yilin Huang (黄奕霖),China,641.88
2308,Nic Napier,USA,641.89
2309,Lincheng Cai (蔡林成),China,642.0
2310,Oleg Fomenkov,Russia,642.01
2311,Miguel Ángel Rubio Medina,Mexico,642.08
2312,Timo Norrkniivilä,Finland,642.27
2313,Mia Sponseller,USA,642.32
2314,Rémi Esturoune,France,642.39
2315,Marvin Orlando Salguero Pardo,Bolivia,642.41
2316,Yulun Wu (吴宇伦),China,642.47
2317,Lincoln Lim Ken Yang,Malaysia,642.56
2318,Aidar Aminev,Russia,642.68
2319,Antonio Bonessi,USA,642.86
2320,Kristian Gil Caragan,Philippines,642.95
2321,Sofiya Bondarenko,Ukraine,643.1
2322,Jiyanglin Li (李继杨霖),China,643.3
2323,Alexander Sazonov (Александр Сазонов),Russia,643.32
2324,Thomas Schmidt,Denmark,643.41
2325,Jhoan Andrade,Ecuador,643.46
2326,Nguyễn Thành Đạt,Vietnam,643.85
2327,Daniel Anker Hermansen,Denmark,643.93
2328,Bille Janssen Lagarde,Philippines,644.1
2329,Kento Nakai (中井健斗),Japan,644.21
2330,Tomáš Novotný,Czech Republic,644.39
2331,Alasdair Paton,United Kingdom,644.42
2332,Petar Petrov Konstantinov,Bulgaria,644.72
2333,Nora Christ,Germany,644.79
2334,Zhihao Zhou (周志豪),China,644.98
2335,Perry Nathaniel Gonzales,Philippines,645.06
2336,Zihou Lu (陆子侯),China,645.23
2337,Austin Jensen,Canada,645.24
2338,Nox Clémenceau,France,645.27
2339,Leow Yi Jun (廖艺畯),Malaysia,645.57
2340,Adoni Chaves Artiaga,Costa Rica,645.75
2341,Michael Bame,USA,645.99
2342,Tyler Brodzinski,USA,646.09
2343,Guillaume David,Belgium,646.39
2344,Gil Merckx,Belgium,646.53
2345,Jonathan Leistner,Germany,646.54
2346,Santeri Laine,Finland,646.65
2347,In Guk Lee,Korea,646.67
2348,Silas Starling,USA,646.79
2349,Christian Manuel de Lange,New Zealand,646.98
2350,Park Gyeong Yeol (박경열),Korea,646.98
2351,Wesley Vonk,Netherlands,647.35
2352,Magomed Bashtaev,Russia,647.43
2353,Gaurav Taneja,India,647.56
2354,Đỗ Văn Bằng,Vietnam,647.57
2355,Sergio Antonio Galvan Beltran,Mexico,647.59
2356,Simone Ohler,Germany,647.97
2357,Laura Ohrndorf,Germany,647.99
2358,Ethan Palendeng,New Zealand,648.1
2359,Lucas Jacobs,Canada,648.32
2360,Eduardo David Mazariegos Cifuentes,Guatemala,648.39
2361,Nejc Ian Čurman,Slovenia,648.4
2362,Carson Claud,USA,648.55
2363,Kacper Paweł Dworak,Poland,648.83
2364,Igor Pfaffenrot,Germany,648.85
2365,Nguyễn Việt Hoàng,Vietnam,648.98
2366,Patrick Hong,USA,649.0
2367,Kevin Rojas Tauma,Peru,649.06
2368,Maddie Clemmons,USA,649.07
2369,Kenn Mick Bautista,Philippines,649.11
2370,Jack Maddigan,New Zealand,649.3
2371,Tianping Ding (丁天平),China,649.42
2372,Andrew Park,USA,649.5
2373,Santino Maiorino,USA,649.55
2374,JianHan Choong,Malaysia,649.59
2375,Muhammad Hafizuddin Akhtar Bin Mohd Zainal Abidin,Malaysia,649.68
2376,Dmitriy Shevchenko,Russia,649.81
2377,Thomas Sonnenberg Jarner,Denmark,649.85
2378,Kyrylo Danyleiko (Кирило Данилейко),Ukraine,649.88
2379,Quinn Lawson,USA,649.89
2380,Seth Baulch,Australia,649.94
2381,Chen-Pin Sun (孫振斌),Taiwan,650.0
2382,Tobias Christlieb,Germany,650.03
2383,Greg Austin,United Kingdom,650.04
2384,Mathieu Hudon,Canada,650.07
2385,Piotr Tokarski,Poland,650.1
2386,Sofian De Clercq,Belgium,650.37
2387,Andrew Hwang,USA,650.42
2388,Michael Vass,Canada,650.53
2389,Łukasz Cichecki,Poland,650.64
2390,Timothy Townley,USA,650.66
2391,Junrong Wang (王军荣),China,650.89
2392,Graeme Watt,Canada,651.03
2393,David Doty,USA,651.07
2394,Manuel Barrientos López,Mexico,651.08
2395,Miha Rajter,Slovenia,651.21
2396,Franco Tomaselli,Argentina,651.27
2397,Azlysha Azmi,Malaysia,651.4
2398,Zhouyu Zhao (赵洲宇),China,651.47
2399,Joel Boon,USA,651.52
2400,Zhiyuan Zhang (张智渊),China,651.57
2401,Sebastian Outh-Aut,Australia,651.58
2402,Ree Brandel D. Cariaga,Philippines,651.82
2403,Dartagnan Mullins,USA,651.86
2404,Evie Klein,USA,651.86
2405,Di Li (李迪),China,652.0
2406,Colm Fitz,Ireland,652.17
2407,Daniele Lacalamita,Italy,652.27
2408,Claes Hedin,Sweden,652.27
2409,Ethan Rusnak,Canada,652.3
2410,Kook Ming-Jo,Malaysia,652.43
2411,Connor McLaughlin,USA,652.59
2412,Ramesh Vidyasagar,Australia,652.93
2413,Giovane Rubin Fioravanti,Brazil,653.01
2414,Stone Amsbaugh,USA,653.13
2415,Bradley Sampson,USA,653.14
2416,Mayron Blain,France,653.15
2417,Wojciech Barciaga,Poland,653.22
2418,Luis Angel Huerta Barrales,Mexico,653.39
2419,Lachlan Ho,Australia,653.52
2420,Ruperto Diza,Philippines,653.71
2421,Emilis Dolgov,Lithuania,653.71
2422,Mikhail Andreev,Russia,653.74
2423,Chi-Tung Chen (陳智彤),Taiwan,653.76
2424,Stone Simpson,USA,653.96
2425,Trevor Petersen,USA,654.04
2426,Sebastiano Tronto,Italy,654.13
2427,Philipp Schiemer,Austria,654.31
2428,Ethan Stevens,Australia,654.49
2429,Eben Quenneville,USA,654.52
2430,Julien Gaboriaud,Canada,654.63
2431,Michael Kaiser,USA,654.78
2432,Louis-Alex Tremblay,Canada,655.11
2433,Juan Carlos Jimenez Torres,Mexico,655.59
2434,Ming-Huan Tsai (蔡旻桓),Taiwan,655.6
2435,Alejandro Romero,Mexico,655.7
2436,Mara Oprea,Romania,655.76
2437,Siddharth Chhatbar,India,655.96
2438,Robert Shindelar,USA,656.07
2439,Rodrigo Castañeda Lopez,Mexico,656.09
2440,Patrick French,USA,656.21
2441,Fitri Nurul Ain,Brunei,656.25
2442,Shikai Jiang (江侍锴),China,656.28
2443,Wei Wen (文卫),China,656.65
2444,Corbin McKay,USA,656.84
2445,Yen-Wei Li (李彥緯),Taiwan,656.92
2446,Isagani Esteron,Philippines,656.98
2447,Christian Gingrich,USA,657.06
2448,Qianqian Shao (邵千芊),China,657.1
2449,Tatsuya Ookubo (大久保達也),Japan,657.13
2450,Viktor From,Sweden,657.2
2451,Kesava Kirupa,India,657.22
2452,Tim Consemulder,Netherlands,657.34
2453,Dylan Swarts,South Africa,657.69
2454,Raman Shakya,Nepal,657.71
2455,Davis Joel Fonseca Rios,Panama,657.97
2456,Renato Stopic,Bosnia and Herzegovina,657.98
2457,Genesis Vertudez,Philippines,658.36
2458,Andrii Chernichko (Андрій Черничко),Ukraine,658.51
2459,Daniel Pavelich,USA,658.96
2460,Steffen Nielsen,Denmark,659.03
2461,Thomas Anderson,USA,659.26
2462,Jack Roe,USA,659.32
2463,Jovan Elimar Neypes,Philippines,659.38
2464,Bowen Xiao (肖博文),China,659.45
2465,Jay Terrafranca,United Kingdom,659.47
2466,Lê Quốc Khánh,Vietnam,659.54
2467,Volodymyr Hnidko (Володимир Гнідко),Ukraine,659.89
2468,Azhar Virani,USA,659.94
2469,Edrian Oralde Tepait,Philippines,660.01
2470,Qiuyu Yu (余秋雨),China,660.05
2471,Ming Tse Yuet Ming (謝乙銘),Hong Kong,660.05
2472,Owen Wilkins,USA,660.15
2473,Koh Youngjin (고영진),Korea,660.16
2474,Shantanu Awale,India,660.21
2475,Jack Moseley,Canada,660.22
2476,Maria Zhits,Russia,660.65
2477,Hayden Craun,USA,660.68
2478,Alison Meador,USA,660.73
2479,Timothy Loh,Australia,661.24
2480,Andrey Bicharov,Russia,661.38
2481,Kamil Pawlak,Poland,661.69
2482,Nikita Loika,Belarus,662.14
2483,Bruno Fonsêca Coelho Lima,Brazil,662.15
2484,Juan Delgado Sanchez,Mexico,662.49
2485,Lucas Emrich,Germany,662.64
2486,Marcin Bloch,Poland,662.66
2487,Nguyễn Giang Trung,Vietnam,662.84
2488,Ticiano Vilardi,Argentina,663.26
2489,Henry Hughes,Canada,663.33
2490,Pedro Henrique Maciel Ceccopieri Belo,Brazil,663.34
2491,Thomas Connor,United Kingdom,663.56
2492,Marco Iván Olea,USA,664.09
2493,Yuuki Kobayashi (古林祐輝),Japan,664.15
2494,Kai Yang (杨凯),China,664.28
2495,Ansh Iyer,India,664.7
